srcYear,srcStateName,Country,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea,TRU,YearCode,Year
2019-20,Dadra & Nagar Haveli and Daman & Diu,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,343446,,,213361,,,130085,,,88576,,,,,9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,GOA,India,30,GOA,551731,,,275436,,,276295,,,128208,,,,,292350.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,GOA,India,30,GOA,906814,,,463704,,,443110,,,215403,,,,,77854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,GUJARAT,India,24,GUJARAT,34694609,,,17799159,,,16895450,,,6773558,,,,,14957394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,GUJARAT,India,24,GUJARAT,25748474,,,13693814,,,12054660,,,5475577,,,,,733163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,HIMACHAL PRADESH,India,2,HIMACHAL PRADESH,6176050,,,3110345,,,3065705,,,1312510,,,,,4550697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,HIMACHAL PRADESH,India,2,HIMACHAL PRADESH,688552,,,371528,,,317024,,,170770,,,,,27130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Haryana,India,6,HARYANA,16509359,,,8774006,,,7735353,,,3043756,,,,,4195635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Haryana,India,6,HARYANA,8842103,,,4720728,,,4121375,,,1813768,,,,,197608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,JAMMU AND KASHMIR,India,1,JAMMU AND KASHMIR,8894470,,,4657613,,,4236857,,,1522101,,,,,2213974.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,JAMMU AND KASHMIR,India,1,JAMMU AND KASHMIR,3371233,,,1825543,,,1545690,,,557090,,,,,121337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Jharkhand,India,20,JHARKHAND,25055073,,,12776486,,,12278587,,,4729369,,,,,7460956.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Jharkhand,India,20,JHARKHAND,7933061,,,4153829,,,3779232,,,1525412,,,,,225145.15000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,KARNATAKA,India,29,KARNATAKA,37469335,,,18929354,,,18539981,,,7946657,,,,,18541768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,KARNATAKA,India,29,KARNATAKA,23625962,,,12037303,,,11588659,,,5410370,,,,,599199.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,KERALA,India,32,KERALA,17471135,,,8408054,,,9063081,,,4149641,,,,,3126236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,KERALA,India,32,KERALA,15934926,,,7619358,,,8315568,,,3704113,,,,,759880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,LADAKH,India,37,LADAKH,212280,,,116114,,,96166,,,31052,,,,,55650.32421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,LADAKH,India,37,LADAKH,62009,,,40642,,,21367,,,9195,,,,,2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,LAKSHADWEEP,India,31,LAKSHADWEEP,14141,,,7243,,,6898,,,2710,,,,,771.2801513671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,LAKSHADWEEP,India,31,LAKSHADWEEP,50332,,,25880,,,24452,,,8864,,,,,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,MAHARASHTRA,India,27,MAHARASHTRA,61556074,,,31539034,,,30017040,,,13214738,,,,,28894124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,MAHARASHTRA,India,27,MAHARASHTRA,50818259,,,26704022,,,24114237,,,11206781,,,,,912066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,MANIPUR,India,14,MANIPUR,2021640,,,1026884,,,994756,,,385520,,,,,175742.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,MANIPUR,India,14,MANIPUR,834154,,,411702,,,422452,,,172339,,,,,18024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,MEGHALAYA,India,17,MEGHALAYA,2371439,,,1194260,,,1177179,,,430573,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,MEGHALAYA,India,17,MEGHALAYA,595450,,,297572,,,297878,,,117486,,,,,28289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,MIZORAM,India,15,MIZORAM,525435,,,269135,,,256300,,,105812,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,MIZORAM,India,15,MIZORAM,571771,,,286204,,,285567,,,117041,,,,,86600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Madhya Pradesh,India,23,MADHYA PRADESH,52557404,,,27149388,,,25408016,,,11080278,,,,,25487620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Madhya Pradesh,India,23,MADHYA PRADESH,20084261,,,10470756,,,9613505,,,4015578,,,,,774641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,NAGALAND,India,13,NAGALAND,1407536,,,725472,,,682064,,,277491,,,,,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,NAGALAND,India,13,NAGALAND,570966,,,299177,,,271789,,,118511,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,NCT Delhi,India,7,DELHI,419042,,,226321,,,192721,,,79574,,,,,35620.09765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,NCT Delhi,India,7,DELHI,16368899,,,8761005,,,7607894,,,3356425,,,,,115407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Odisha,India,21,ODISHA,34970562,,,17586203,,,17384359,,,8089987,,,,,11573790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Odisha,India,21,ODISHA,7010284,,,3629443,,,3380841,,,1549309,,,,,2297094.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Puducherry,India,34,PUDUCHERRY,395200,,,194907,,,200293,,,95018,,,,,33823.78515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Puducherry,India,34,PUDUCHERRY,852753,,,417604,,,435149,,,207432,,,,,15456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Punjab,India,3,PUNJAB,17344192,,,9093476,,,8250716,,,3358113,,,,,4789889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Punjab,India,3,PUNJAB,10399146,,,5545989,,,4853157,,,2154958,,,,,251460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Rajasthan,India,8,RAJASTHAN,51500352,,,26641747,,,24858605,,,9494903,,,,,33126420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Rajasthan,India,8,RAJASTHAN,17048085,,,8909250,,,8138835,,,3216243,,,,,665817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,SIKKIM,India,11,SIKKIM,456999,,,242797,,,214202,,,93288,,,,,649873.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,SIKKIM,India,11,SIKKIM,153578,,,80273,,,73305,,,35718,,,,,3824.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,TELANGANA,India,36,TELANGANA,21395009,,,10704993,,,10690016,,,5169029,,,,,10014736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,TELANGANA,India,36,TELANGANA,13608665,,,6906640,,,6702025,,,3134583,,,,,373524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,TRIPURA,India,16,TRIPURA,2712464,,,1387173,,,1325291,,,616582,,,,,1000310.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,TRIPURA,India,16,TRIPURA,961453,,,487203,,,474250,,,238974,,,,,39184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Tamil Nadu,India,33,TAMIL NADU,37229590,,,18679065,,,18550525,,,9528495,,,,,11507156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Tamil Nadu,India,33,TAMIL NADU,34917440,,,17458910,,,17458530,,,8996487,,,,,1363555.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Uttar Pradesh,India,9,UTTAR PRADESH,155317278,,,80992995,,,74324283,,,25685942,,,,,23181376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Uttar Pradesh,India,9,UTTAR PRADESH,44495063,,,23487515,,,21007548,,,7762093,,,,,780110.5069999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Uttarakhand,India,5,UTTARAKHAND,7036954,,,3519042,,,3517912,,,1425086,,,,,3363671.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,Uttarakhand,India,5,UTTARAKHAND,3049338,,,1618731,,,1430607,,,631889,,,,,90193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,WEST BENGAL,India,19,WEST BENGAL,62183113,,,31844945,,,30338168,,,13813165,,,,,7821451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Rural,2019,"Calendar Year (Jan - Dec), 2019"
2019-20,WEST BENGAL,India,19,WEST BENGAL,29093002,,,14964082,,,14128920,,,6567150,,,,,511322.95354909997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Urban,2019,"Calendar Year (Jan - Dec), 2019"
