Country,State lgd code,State,Year,YearCode,Households that applied for a job card (UOM:Number) |Scaling Factor:1,Job cards issued (UOM:Number) |Scaling Factor:1,Job cards issued for scheduled caste (UOM:Number) |Scaling Factor:1,Job cards issued for scheduled tribes (UOM:Number) |Scaling Factor:1,Job cards issued for non scheduled tribes or scheduled caste (UOM:Number) |Scaling Factor:1,Households that demanded work (UOM:Number) |Scaling Factor:1,Persons who demanded work (UOM:Number) |Scaling Factor:1,Households that were allotted work (UOM:Number) |Scaling Factor:1,Persons that were allotted work (UOM:Number) |Scaling Factor:1,Muster rolls filled (UOM:Number) |Scaling Factor:1,Households that worked under mahatma gandhi national rural employment guarantee act (mgnrega) (UOM:Number) |Scaling Factor:1,Persons that worked under mahatma gandhi national rural employment guarantee act (mgnrega) (UOM:Number) |Scaling Factor:1,Households that reached a 100 day limit (UOM:Number) |Scaling Factor:1,Persons with disability (UOM:Number) |Scaling Factor:1,Non scheduled tribes or scheduled caste households that worked (UOM:Number) |Scaling Factor:1,Total person days worked by non scheduled tribes or scheduled caste persons (UOM:Number) |Scaling Factor:1,Scheduled caste households that worked (UOM:Number) |Scaling Factor:1,Total person days worked scheduled caste persons (UOM:Number) |Scaling Factor:1,Scheduled tribe households that worked (UOM:Number) |Scaling Factor:1,Total person days worked scheduled tribe persons (UOM:Number) |Scaling Factor:1,Households that worked on land reform or indira awas yojana (UOM:Number) |Scaling Factor:1,Total person days worked by women (UOM:Number) |Scaling Factor:1,Total person days (UOM:Number) |Scaling Factor:1,Scheduled caste households that reached a 100 day limit (UOM:Number) |Scaling Factor:1,Scheduled tribe households that reached a 100 day limit (UOM:Number) |Scaling Factor:1,Labour expenditure that has been disbursed (UOM:INR(IndianRupees)) |Scaling Factor:100000,Material expenditure that has been disbursed (UOM:INR(IndianRupees)) |Scaling Factor:100000,Labour expenditure both disbursed and pending (UOM:INR(IndianRupees)) |Scaling Factor:100000,Material expenditure both disbursed and pending (UOM:INR(IndianRupees)) |Scaling Factor:100000,Amount sanctioned (UOM:INR(IndianRupees)) |Scaling Factor:100000,Works under mahatma gandhi national rural employment guarantee act (mgnrega) (UOM:Number) |Scaling Factor:1,Total bank accounts (UOM:Number) |Scaling Factor:1,Individual bank accounts (UOM:Number) |Scaling Factor:1,Joint bank accounts (UOM:Number) |Scaling Factor:1,Amount disbursed to bank accounts (UOM:INR(IndianRupees)) |Scaling Factor:1,Post office accounts (UOM:Number) |Scaling Factor:1,Individual post office accounts (UOM:Number) |Scaling Factor:1,Joint post office accounts (UOM:Number) |Scaling Factor:1,Amount disbursed to post office accounts (UOM:INR(IndianRupees)) |Scaling Factor:1
India,22,Chhattisgarh,"Financial Year (Apr - Mar), 2018",2018,3921814.00000000000000000000,3798947.00000000000000000000,401590.00000000000000000000,1264297.00000000000000000000,2133060.00000000000000000000,2813750.00000000000000000000,5717431.00000000000000000000,2812236.00000000000000000000,5713993.00000000000000000000,5094476.00000000000000000000,2442477.00000000000000000000,4568868.00000000000000000000,428361.00000000000000000000,30119.00000000000000000000,1365843.00000000000000000000,74335756.00000000000000000000,249490.00000000000000000000,13387415.00000000000000000000,827144.00000000000000000000,50878438.00000000000000000000,32404.00000000000000000000,69371737.00000000000000000000,138601609.00000000000000000000,35890.00000000000000000000,178127.00000000000000000000,226846.39000000000000000000000,59656.32000000000000000000000,227267.73000000000000000000000,60063.83000000000000000000000,10131028.41000000000000000000000,4966903.00000000000000000000,7009376.00000000000000000000,6972597.00000000000000000000,36779.00000000000000000000,21855655555.00000000000000000000,206860.00000000000000000000,204954.00000000000000000000,1906.00000000000000000000,476515374.00000000000000000000
India,30,Goa,"Financial Year (Apr - Mar), 2018",2018,36950.00000000000000000000,33354.00000000000000000000,790.00000000000000000000,9657.00000000000000000000,22907.00000000000000000000,1306.00000000000000000000,1331.00000000000000000000,1300.00000000000000000000,1325.00000000000000000000,256.00000000000000000000,1141.00000000000000000000,1161.00000000000000000000,0.00000000000000000000,0.00000000000000000000,682.00000000000000000000,9606.00000000000000000000,27.00000000000000000000,428.00000000000000000000,432.00000000000000000000,4925.00000000000000000000,2.00000000000000000000,10629.00000000000000000000,14959.00000000000000000000,0.00000000000000000000,0.00000000000000000000,26.04000000000000000000000,6.48000000000000000000000,36.04000000000000000000000,17.45000000000000000000000,644387.59000000000000000000000,5219.00000000000000000000,19951.00000000000000000000,19707.00000000000000000000,244.00000000000000000000,2563264.00000000000000000000,5.00000000000000000000,5.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,24,Gujarat,"Financial Year (Apr - Mar), 2018",2018,3323191.00000000000000000000,3210956.00000000000000000000,215401.00000000000000000000,1175680.00000000000000000000,1819875.00000000000000000000,856138.00000000000000000000,1483242.00000000000000000000,854673.00000000000000000000,1480437.00000000000000000000,615141.00000000000000000000,749918.00000000000000000000,1244113.00000000000000000000,30879.00000000000000000000,8258.00000000000000000000,398248.00000000000000000000,19602909.00000000000000000000,42306.00000000000000000000,2180160.00000000000000000000,309364.00000000000000000000,12978847.00000000000000000000,26915.00000000000000000000,15748346.00000000000000000000,34761916.00000000000000000000,2557.00000000000000000000,4975.00000000000000000000,59180.37000000000000000000000,29151.36000000000000000000000,59270.52000000000000000000000,29289.67000000000000000000000,72460395.44000000000000000000000,1518604.00000000000000000000,2809840.00000000000000000000,2516945.00000000000000000000,292895.00000000000000000000,5760786977.00000000000000000000,528288.00000000000000000000,354530.00000000000000000000,173758.00000000000000000000,10231505.00000000000000000000
India,6,Haryana,"Financial Year (Apr - Mar), 2018",2018,907777.00000000000000000000,905811.00000000000000000000,387287.00000000000000000000,125.00000000000000000000,518399.00000000000000000000,275096.00000000000000000000,411477.00000000000000000000,274557.00000000000000000000,410802.00000000000000000000,99356.00000000000000000000,229906.00000000000000000000,325355.00000000000000000000,3789.00000000000000000000,463.00000000000000000000,115165.00000000000000000000,4220540.00000000000000000000,114709.00000000000000000000,3544121.00000000000000000000,32.00000000000000000000,1039.00000000000000000000,2740.00000000000000000000,3888908.00000000000000000000,7765700.00000000000000000000,1729.00000000000000000000,0.00000000000000000000,22333.77000000000000000000000,11391.61000000000000000000000,22355.48000000000000000000000,11498.02000000000000000000000,11563296.73000000000000000000000,200201.00000000000000000000,1058126.00000000000000000000,1010940.00000000000000000000,47186.00000000000000000000,2467434829.00000000000000000000,24311.00000000000000000000,21049.00000000000000000000,3262.00000000000000000000,79302705.00000000000000000000
India,2,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",2018,1261078.00000000000000000000,1244051.00000000000000000000,330801.00000000000000000000,76346.00000000000000000000,836904.00000000000000000000,592370.00000000000000000000,803613.00000000000000000000,592251.00000000000000000000,803403.00000000000000000000,378762.00000000000000000000,553640.00000000000000000000,736077.00000000000000000000,70321.00000000000000000000,1480.00000000000000000000,360027.00000000000000000000,18253193.00000000000000000000,152780.00000000000000000000,7837408.00000000000000000000,40833.00000000000000000000,2429309.00000000000000000000,8416.00000000000000000000,18042262.00000000000000000000,28519910.00000000000000000000,18997.00000000000000000000,8542.00000000000000000000,52731.45000000000000000000000,24942.68000000000000000000000,52734.87000000000000000000000,24953.25000000000000000000000,38679082.93000000000000000000000,914025.00000000000000000000,1454338.00000000000000000000,1405237.00000000000000000000,49101.00000000000000000000,5201090498.00000000000000000000,8735.00000000000000000000,8553.00000000000000000000,182.00000000000000000000,4340737.00000000000000000000
India,1,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",2018,1266062.76233133500484915870,1197964.78435249400477557140,74910.82370371528147672260,167119.82092739772082715370,955934.13972138100247169510,712815.98672572634821316674,1101900.98917335832430666220,709826.66233758362843937000,1100335.98619727987066810220,395683.61494935562957122120,638682.98284073419463262386,959804.58770659502812655880,36746.26987832209143338880,4882.80928536477535230720,509593.33469008592668733490,29257848.01300989665690209200,29179.17726491645426767504,1300303.26333884423530158210,98118.83971209869990304330,5451900.12069792389019848970,5580.96891676000902127499,10795922.63000103987302399040,36010051.39704666478240216380,1284.28056724438101714330,4723.37460717678288787890,50971.52092968480362644377600,22491.20552026508469851925600,52081.68513457185618596203500,32295.99807173959919577386100,135375836.23179727307581213336500,615842.36486291219324269740,1767408.72348212024376906120,1761814.81596949982104473330,5593.90751262042272432790,4996906455.29321916630593927220,875.42353974388500406950,856.83912940295336711160,18.58441034093163695790,2626.27061923165501220850
India,20,Jharkhand,"Financial Year (Apr - Mar), 2018",2018,4720108.00000000000000000000,4397616.00000000000000000000,507863.00000000000000000000,1458610.00000000000000000000,2431143.00000000000000000000,1572304.00000000000000000000,2153982.00000000000000000000,1571304.00000000000000000000,2152378.00000000000000000000,2527840.00000000000000000000,1272598.00000000000000000000,1623544.00000000000000000000,25985.00000000000000000000,6227.00000000000000000000,767594.00000000000000000000,33226969.00000000000000000000,148011.00000000000000000000,6033507.00000000000000000000,356993.00000000000000000000,14398961.00000000000000000000,23344.00000000000000000000,21042779.00000000000000000000,53659437.00000000000000000000,2799.00000000000000000000,7484.00000000000000000000,90371.31000000000000000000000,50580.10000000000000000000000,90964.19000000000000000000000,51298.92000000000000000000000,45380587.20000000000000000000000,4674138.00000000000000000000,4346472.00000000000000000000,4286596.00000000000000000000,59876.00000000000000000000,8644544242.00000000000000000000,523590.00000000000000000000,443875.00000000000000000000,79715.00000000000000000000,64848.00000000000000000000
India,29,Karnataka,"Financial Year (Apr - Mar), 2018",2018,6004069.00000000000000000000,5962497.00000000000000000000,998961.00000000000000000000,497924.00000000000000000000,4465612.00000000000000000000,2358638.00000000000000000000,4603159.00000000000000000000,2299153.00000000000000000000,4386757.00000000000000000000,1695703.00000000000000000000,2108225.00000000000000000000,3934526.00000000000000000000,211411.00000000000000000000,9462.00000000000000000000,1575141.00000000000000000000,78301824.00000000000000000000,340564.00000000000000000000,16154637.00000000000000000000,192520.00000000000000000000,10035798.00000000000000000000,45557.00000000000000000000,50770834.00000000000000000000,104492259.00000000000000000000,31218.00000000000000000000,23465.00000000000000000000,232478.87000000000000000000000,114032.06000000000000000000000,234292.32000000000000000000000,123326.76000000000000000000000,42973405660.05000000000000000000000,5348846.00000000000000000000,10094403.00000000000000000000,9446723.00000000000000000000,647680.00000000000000000000,23264845841.00000000000000000000,245744.00000000000000000000,132830.00000000000000000000,112914.00000000000000000000,0.00000000000000000000
India,32,Kerala,"Financial Year (Apr - Mar), 2018",2018,3512734.00000000000000000000,3512123.00000000000000000000,432293.00000000000000000000,121452.00000000000000000000,2958378.00000000000000000000,1628881.00000000000000000000,1912249.00000000000000000000,1628841.00000000000000000000,1912175.00000000000000000000,3098250.00000000000000000000,1478386.00000000000000000000,1708184.00000000000000000000,441479.00000000000000000000,2122.00000000000000000000,1185689.00000000000000000000,76572274.00000000000000000000,224267.00000000000000000000,15545880.00000000000000000000,68430.00000000000000000000,5407613.00000000000000000000,22475.00000000000000000000,88170055.00000000000000000000,97525767.00000000000000000000,68780.00000000000000000000,23155.00000000000000000000,267313.52000000000000000000000,18360.06000000000000000000000,267324.16000000000000000000000,18560.82000000000000000000000,42385502.20000000000000000000000,3141228.00000000000000000000,3365484.00000000000000000000,3355490.00000000000000000000,9994.00000000000000000000,26237473842.00000000000000000000,47786.00000000000000000000,47724.00000000000000000000,62.00000000000000000000,100264692.00000000000000000000
India,37,Ladakh,"Financial Year (Apr - Mar), 2018",2018,24507.23766866499515084130,26789.21564750599522442860,1675.17629628471852327740,3737.17907260227917284630,21376.86027861899752830490,13798.01327427365178683326,24641.01082664167569333780,15873.33766241637156063000,24606.01380272012933189780,8848.38505064437042877880,12363.01715926580536737614,21463.41229340497187344120,821.73012167790856661120,109.19071463522464769280,11395.66530991407331266510,654271.98699010334309790800,564.82273508354573232496,29077.73666115576469841790,2194.16028790130009695670,121916.87930207610980151030,108.03108323999097872501,241421.36999896012697600960,805266.60295333521759783620,28.71943275561898285670,105.62539282321711212110,1139.83907031519637355622400,502.95447973491530148074400,1164.66486542814381403796500,722.21192826040080422613900,3027311.41820272692418786663500,13771.63513708780675730260,39523.27651787975623093880,39398.18403050017895526670,125.09248737957727567210,111742186.70678083369406072780,19.57646025611499593050,19.16087059704663288840,0.41558965906836304210,58.72938076834498779150
India,31,Lakshadweep,"Financial Year (Apr - Mar), 2018",2018,8188,8003,9,7903,91,279,284,279,284,141,254,259,1,3,5,256,0,0,249,9905,0,3802,10161,0,1,21.770,0.760,25.060,0.880,1111.910,786,3496,3483,13,2176728,4077,4064,13,0
India,23,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",2018,7113983.00000000000000000000,6981267.00000000000000000000,1159847.00000000000000000000,2239641.00000000000000000000,3581779.00000000000000000000,4570714.00000000000000000000,8552299.00000000000000000000,4560345.00000000000000000000,8526336.00000000000000000000,9011734.00000000000000000000,3918552.00000000000000000000,6674355.00000000000000000000,76749.00000000000000000000,59705.00000000000000000000,1928504.00000000000000000000,100259588.00000000000000000000,631711.00000000000000000000,33030673.00000000000000000000,1358337.00000000000000000000,69652169.00000000000000000000,79661.00000000000000000000,74159447.00000000000000000000,202942430.00000000000000000000,10393.00000000000000000000,33688.00000000000000000000,341024.79000000000000000000000,172720.45000000000000000000000,341778.92000000000000000000000,173379.36000000000000000000000,803036670.95000000000000000000000,8846408.00000000000000000000,9730210.00000000000000000000,8343402.00000000000000000000,1386808.00000000000000000000,30474126659.00000000000000000000,268691.00000000000000000000,221519.00000000000000000000,47172.00000000000000000000,356086053.00000000000000000000
India,27,Maharashtra,"Financial Year (Apr - Mar), 2018",2018,8973216.00000000000000000000,8324449.00000000000000000000,810931.00000000000000000000,1029822.00000000000000000000,6483696.00000000000000000000,1921058.00000000000000000000,3686273.00000000000000000000,1917492.00000000000000000000,3678581.00000000000000000000,1880182.00000000000000000000,1743387.00000000000000000000,3177400.00000000000000000000,187261.00000000000000000000,19334.00000000000000000000,1247720.00000000000000000000,58651479.00000000000000000000,199740.00000000000000000000,8909240.00000000000000000000,295927.00000000000000000000,14814530.00000000000000000000,54080.00000000000000000000,36809967.00000000000000000000,82375249.00000000000000000000,17659.00000000000000000000,35741.00000000000000000000,159886.31000000000000000000000,61085.15000000000000000000000,160594.80000000000000000000000,65585.26000000000000000000000,281651538.79000000000000000000000,4163539.00000000000000000000,6708352.00000000000000000000,6144114.00000000000000000000,564238.00000000000000000000,15625388854.00000000000000000000,1157757.00000000000000000000,1129436.00000000000000000000,28321.00000000000000000000,185025756.00000000000000000000
India,14,Manipur,"Financial Year (Apr - Mar), 2018",2018,567989.00000000000000000000,566887.00000000000000000000,15332.00000000000000000000,245168.00000000000000000000,306387.00000000000000000000,527817.00000000000000000000,597533.00000000000000000000,524786.00000000000000000000,594081.00000000000000000000,171950.00000000000000000000,513042.00000000000000000000,570353.00000000000000000000,16.00000000000000000000,1537.00000000000000000000,266739.00000000000000000000,6683868.00000000000000000000,14601.00000000000000000000,371444.00000000000000000000,231702.00000000000000000000,4683795.00000000000000000000,620.00000000000000000000,5565960.00000000000000000000,11739107.00000000000000000000,0.00000000000000000000,0.00000000000000000000,13439.81000000000000000000000,8028.24000000000000000000000,13515.23000000000000000000000,8040.70000000000000000000000,1791453.13000000000000000000000,111549.00000000000000000000,538876.00000000000000000000,500925.00000000000000000000,37951.00000000000000000000,1311198146.00000000000000000000,22629.00000000000000000000,19805.00000000000000000000,2824.00000000000000000000,237842.00000000000000000000
India,17,Meghalaya,"Financial Year (Apr - Mar), 2018",2018,436044.00000000000000000000,432387.00000000000000000000,3081.00000000000000000000,397886.00000000000000000000,31420.00000000000000000000,363361.00000000000000000000,514621.00000000000000000000,363362.00000000000000000000,514605.00000000000000000000,262113.00000000000000000000,357744.00000000000000000000,502225.00000000000000000000,110892.00000000000000000000,849.00000000000000000000,26555.00000000000000000000,1725562.00000000000000000000,2584.00000000000000000000,158159.00000000000000000000,328605.00000000000000000000,23509416.00000000000000000000,3213.00000000000000000000,13022745.00000000000000000000,25393137.00000000000000000000,319.00000000000000000000,105673.00000000000000000000,46130.32000000000000000000000,18940.06000000000000000000000,46132.93000000000000000000000,19005.58000000000000000000000,1402326.90000000000000000000000,206618.00000000000000000000,409907.00000000000000000000,351120.00000000000000000000,58787.00000000000000000000,3046883297.00000000000000000000,4349.00000000000000000000,4059.00000000000000000000,290.00000000000000000000,3051147.00000000000000000000
India,13,Nagaland,"Financial Year (Apr - Mar), 2018",2018,434770.00000000000000000000,434217.00000000000000000000,3737.00000000000000000000,414350.00000000000000000000,16130.00000000000000000000,400217.00000000000000000000,438477.00000000000000000000,398573.00000000000000000000,436083.00000000000000000000,18332.00000000000000000000,386305.00000000000000000000,416884.00000000000000000000,0.00000000000000000000,208.00000000000000000000,12260.00000000000000000000,502235.00000000000000000000,3237.00000000000000000000,105096.00000000000000000000,370808.00000000000000000000,12678116.00000000000000000000,242.00000000000000000000,4193422.00000000000000000000,13285447.00000000000000000000,0.00000000000000000000,0.00000000000000000000,15016.93000000000000000000000,8467.79000000000000000000000,15698.88000000000000000000000,8809.28000000000000000000000,11025034.35000000000000000000000,56139.00000000000000000000,202301.00000000000000000000,199411.00000000000000000000,2890.00000000000000000000,485418981.00000000000000000000,206.00000000000000000000,206.00000000000000000000,0.00000000000000000000,501264.00000000000000000000
India,21,Odisha,"Financial Year (Apr - Mar), 2018",2018,6525311.00000000000000000000,6478025.00000000000000000000,1155895.00000000000000000000,1760685.00000000000000000000,3561445.00000000000000000000,2375332.00000000000000000000,3928163.00000000000000000000,2371654.00000000000000000000,3920483.00000000000000000000,3175651.00000000000000000000,2148181.00000000000000000000,3366809.00000000000000000000,47236.00000000000000000000,8805.00000000000000000000,1077812.00000000000000000000,40173195.00000000000000000000,359226.00000000000000000000,13363969.00000000000000000000,711143.00000000000000000000,29460345.00000000000000000000,54944.00000000000000000000,34851465.00000000000000000000,82997509.00000000000000000000,6763.00000000000000000000,21307.00000000000000000000,148523.93000000000000000000000,70765.52000000000000000000000,149614.50000000000000000000000,71173.90000000000000000000000,115803762.35000000000000000000000,4825841.00000000000000000000,7943923.00000000000000000000,7605885.00000000000000000000,338038.00000000000000000000,13972772435.00000000000000000000,774558.00000000000000000000,586867.00000000000000000000,187691.00000000000000000000,279690432.00000000000000000000
India,34,Puducherry,"Financial Year (Apr - Mar), 2018",2018,68149.00000000000000000000,66081.00000000000000000000,18546.00000000000000000000,98.00000000000000000000,47437.00000000000000000000,37729.00000000000000000000,42547.00000000000000000000,37728.00000000000000000000,42545.00000000000000000000,1625.00000000000000000000,33214.00000000000000000000,35931.00000000000000000000,6.00000000000000000000,38.00000000000000000000,22724.00000000000000000000,431561.00000000000000000000,10447.00000000000000000000,232055.00000000000000000000,43.00000000000000000000,835.00000000000000000000,49.00000000000000000000,582393.00000000000000000000,664451.00000000000000000000,5.00000000000000000000,0.00000000000000000000,1275.06000000000000000000000,132.24000000000000000000000,1275.10000000000000000000000,132.24000000000000000000000,2744.70000000000000000000000,4839.00000000000000000000,85965.00000000000000000000,85505.00000000000000000000,460.00000000000000000000,126758692.00000000000000000000,272.00000000000000000000,272.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,3,Punjab,"Financial Year (Apr - Mar), 2018",2018,1668491.00000000000000000000,1589845.00000000000000000000,1103375.00000000000000000000,554.00000000000000000000,485916.00000000000000000000,834259.00000000000000000000,1082800.00000000000000000000,832896.00000000000000000000,1080961.00000000000000000000,272116.00000000000000000000,674884.00000000000000000000,824278.00000000000000000000,6840.00000000000000000000,1374.00000000000000000000,175393.00000000000000000000,5437744.00000000000000000000,499257.00000000000000000000,15002822.00000000000000000000,234.00000000000000000000,6817.00000000000000000000,3151.00000000000000000000,12417883.00000000000000000000,20447383.00000000000000000000,4888.00000000000000000000,4.00000000000000000000,46644.51000000000000000000000,15515.75000000000000000000000,46807.62000000000000000000000,17858.94000000000000000000000,43082795.23000000000000000000000,501912.00000000000000000000,1924146.00000000000000000000,1862412.00000000000000000000,61734.00000000000000000000,4647812343.00000000000000000000,39743.00000000000000000000,38408.00000000000000000000,1335.00000000000000000000,332462.00000000000000000000
India,8,Rajasthan,"Financial Year (Apr - Mar), 2018",2018,10341336.00000000000000000000,10127108.00000000000000000000,1962446.00000000000000000000,1902695.00000000000000000000,6261967.00000000000000000000,5800775.00000000000000000000,9064077.00000000000000000000,5798431.00000000000000000000,9058196.00000000000000000000,4585929.00000000000000000000,5164726.00000000000000000000,7537391.00000000000000000000,588321.00000000000000000000,15947.00000000000000000000,2928003.00000000000000000000,165619418.00000000000000000000,1095704.00000000000000000000,62943933.00000000000000000000,1141019.00000000000000000000,65682240.00000000000000000000,14558.00000000000000000000,194415111.00000000000000000000,294245591.00000000000000000000,129745.00000000000000000000,107168.00000000000000000000,388576.47000000000000000000000,128116.09000000000000000000000,388995.78000000000000000000000,132956.05000000000000000000000,87266711.40000000000000000000000,5049806.00000000000000000000,13580205.00000000000000000000,13248902.00000000000000000000,331303.00000000000000000000,38501136622.00000000000000000000,1001649.00000000000000000000,968388.00000000000000000000,33261.00000000000000000000,159604.00000000000000000000
India,11,Sikkim,"Financial Year (Apr - Mar), 2018",2018,82660.00000000000000000000,82251.00000000000000000000,3775.00000000000000000000,30485.00000000000000000000,47991.00000000000000000000,65093.00000000000000000000,77553.00000000000000000000,65075.00000000000000000000,77528.00000000000000000000,20379.00000000000000000000,61806.00000000000000000000,72178.00000000000000000000,4668.00000000000000000000,155.00000000000000000000,35947.00000000000000000000,1970298.00000000000000000000,2640.00000000000000000000,141985.00000000000000000000,23219.00000000000000000000,1243019.00000000000000000000,196.00000000000000000000,1708695.00000000000000000000,3355302.00000000000000000000,169.00000000000000000000,1639.00000000000000000000,6237.65000000000000000000000,1994.68000000000000000000000,6248.72000000000000000000000,2008.49000000000000000000000,12218275.93000000000000000000000,62478.00000000000000000000,107959.00000000000000000000,107220.00000000000000000000,739.00000000000000000000,602427956.00000000000000000000,986.00000000000000000000,939.00000000000000000000,47.00000000000000000000,4779.00000000000000000000
India,33,Tamil Nadu,"Financial Year (Apr - Mar), 2018",2018,8308437.00000000000000000000,8173246.00000000000000000000,2159867.00000000000000000000,123925.00000000000000000000,5889454.00000000000000000000,5834288.00000000000000000000,6936173.00000000000000000000,5834124.00000000000000000000,6935988.00000000000000000000,5173997.00000000000000000000,5592313.00000000000000000000,6524708.00000000000000000000,259712.00000000000000000000,55764.00000000000000000000,4011886.00000000000000000000,184994248.00000000000000000000,1505145.00000000000000000000,69083997.00000000000000000000,75282.00000000000000000000,3618234.00000000000000000000,57805.00000000000000000000,220065353.00000000000000000000,257696479.00000000000000000000,66498.00000000000000000000,742.00000000000000000000,431276.14000000000000000000000,112964.88000000000000000000000,431789.44000000000000000000000,113066.97000000000000000000000,27788320.33000000000000000000000,5054990.00000000000000000000,9999559.00000000000000000000,9996966.00000000000000000000,2593.00000000000000000000,43029520316.00000000000000000000,8.00000000000000000000,8.00000000000000000000,0.00000000000000000000,29100.00000000000000000000
India,36,Telangana,"Financial Year (Apr - Mar), 2018",2018,3482304.83055140499355337510,3648613.63301420132375992654,878604.42482950942859662758,297743.28338962882783448906,2472265.92479506306732880990,1735845.59106233732974773100,3128334.61209371486381973280,1684323.82465493311794826206,2871473.40686340585400935664,4659550.42927888922086280852,1670176.92473676409394956940,2860659.53125169327775820444,358990.45932838852969874542,33285.87889207969796709420,1177568.14906027642663259570,69794464.87765351221545963464,392955.01744694801610864600,21894935.06544776716804407158,160651.64790796376817292466,10358171.94077100994229982810,332970.58373307796357226950,61129841.04295762144591334726,102047571.88387228932580353432,63122.73982212293935259244,43016.71154643093430055542,202076.14973688785100533683920,125603.68254135097387356272800,202092.18638747927321466451420,181413.85867944249317906718640,2109362.45236802944005667731020,4969267.60716043079147091360,3355117.26855022861752854976,3355082.09138118936881131486,35.17716903924871723490,16924017688.78890417370986298824,298511.38722182701158964170,298510.97337277949101649776,0.41384904752057314394,320774971.15567420242341778872
India,38,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",2018,14259.00000000000000000000,3549.00000000000000000000,1.00000000000000000000,3496.00000000000000000000,52.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000000,0.00000000000000000000000,0.00000000000000000000000,0.00000000000000000000000,2.40000000000000000000000,9838.00000000000000000000,2181.00000000000000000000,2172.00000000000000000000,9.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,16,Tripura,"Financial Year (Apr - Mar), 2018",2018,626495.00000000000000000000,625343.00000000000000000000,108604.00000000000000000000,253745.00000000000000000000,262994.00000000000000000000,564408.00000000000000000000,772804.00000000000000000000,564399.00000000000000000000,772749.00000000000000000000,527971.00000000000000000000,549356.00000000000000000000,739389.00000000000000000000,14982.00000000000000000000,7979.00000000000000000000,217668.00000000000000000000,8792895.00000000000000000000,95044.00000000000000000000,3970298.00000000000000000000,236644.00000000000000000000,12545490.00000000000000000000,84532.00000000000000000000,11690357.00000000000000000000,25308683.00000000000000000000,1024.00000000000000000000,11180.00000000000000000000,42111.61000000000000000000000,7383.74000000000000000000000,42129.28000000000000000000000,7482.17000000000000000000000,17444208.17000000000000000000000,1144916.00000000000000000000,1056321.00000000000000000000,1049931.00000000000000000000,6390.00000000000000000000,4166723968.00000000000000000000,53.00000000000000000000,41.00000000000000000000,12.00000000000000000000,6462.00000000000000000000
India,9,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",2018,16958899.00000000000000000000,16192848.00000000000000000000,5238699.00000000000000000000,161227.00000000000000000000,10792922.00000000000000000000,5836401.00000000000000000000,7320853.00000000000000000000,5829578.00000000000000000000,7311176.00000000000000000000,5857243.00000000000000000000,5044897.00000000000000000000,6150750.00000000000000000000,71992.00000000000000000000,11014.00000000000000000000,3371939.00000000000000000000,143463015.00000000000000000000,1623787.00000000000000000000,66643088.00000000000000000000,49171.00000000000000000000,2021163.00000000000000000000,80463.00000000000000000000,74844882.00000000000000000000,212127266.00000000000000000000,22928.00000000000000000000,1056.00000000000000000000,377678.18000000000000000000000,158254.07000000000000000000000,378477.89000000000000000000000,160571.74000000000000000000000,302720054.64000000000000000000000,11529948.00000000000000000000,16141517.00000000000000000000,15823151.00000000000000000000,318366.00000000000000000000,37099355569.00000000000000000000,252827.00000000000000000000,240089.00000000000000000000,12738.00000000000000000000,37100.00000000000000000000
India,5,Uttarakhand,"Financial Year (Apr - Mar), 2018",2018,1089672.00000000000000000000,1064831.00000000000000000000,202777.00000000000000000000,39513.00000000000000000000,822541.00000000000000000000,528992.00000000000000000000,707138.00000000000000000000,528830.00000000000000000000,706877.00000000000000000000,358151.00000000000000000000,489146.00000000000000000000,639038.00000000000000000000,26012.00000000000000000000,1357.00000000000000000000,389530.00000000000000000000,17572955.00000000000000000000,81124.00000000000000000000,3757020.00000000000000000000,18492.00000000000000000000,851185.00000000000000000000,2733.00000000000000000000,12232142.00000000000000000000,22181160.00000000000000000000,4842.00000000000000000000,1166.00000000000000000000,39764.57000000000000000000000,17882.73000000000000000000000,39804.59000000000000000000000,17966.43000000000000000000000,1399504.39000000000000000000000,711866.00000000000000000000,1253088.00000000000000000000,1210311.00000000000000000000,42777.00000000000000000000,3793833270.00000000000000000000,34009.00000000000000000000,33093.00000000000000000000,916.00000000000000000000,68819821.00000000000000000000
