srcYear,srcStateName,srcDistrictName,Households that applied for a Job Card,Job Cards issued,Job Cards issued for Scheduled Caste,Job Cards issued for Scheduled Tribes,Job Cards issued for non Scheduled Tribes or Scheduled Caste,Households that demanded work,Persons who demanded work,Households that were allotted work,Persons that were allotted work,Muster Rolls filled,Households that worked under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Persons that worked under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Households that reached a 100 day limit,Persons with disability,Non Scheduled Tribes or Scheduled Caste households that worked,Total Person days worked by non Scheduled Tribes or Scheduled Caste persons,Scheduled Caste households that worked,Total Person days worked Scheduled Caste persons,Scheduled Tribe households that worked,Total Person days worked Scheduled Tribe persons,Households that worked on land reform or Indira Awas Yojana,Total Person days worked by women,Total Person days,Scheduled Caste households that reached a 100 Day Limit,Scheduled Tribe households that reached a 100 Day Limit,Labour expenditure that has been disbursed,Material expenditure that has been disbursed,Labour expenditure both disbursed and pending,Material expenditure both disbursed and pending,Amount sanctioned,Works under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Total bank accounts,Individual bank accounts,Joint bank accounts,Amount disbursed to bank accounts,Post office accounts,Individual post office accounts,Joint post office accounts,Amount disbursed to post office accounts,Year,YearCode
2011-12,TAMIL NADU,TIRUPPUR,219804,219151,81717,1179,136255,154934,214832,154931,214827,18562,154393,213856,12427,207,92175,3761524,61315,2605287,903,37779,250,4401997,6404590,5296,68,7137.430,0.000,7137.430,0.000,16078.580,18160,85997,85693,304,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,TIRUNELVELI,304935,303377,83529,274,219574,196440,264006,196343,263867,22728,195229,261795,12604,306,134764,6415899,60289,2812027,176,7370,102,6997394,9235296,3332,14,9069.760,0.000,9076.480,0.000,27108.010,13525,178726,175753,2973,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,DHARMAPURI,250322,245782,41789,11447,192546,179697,191539,179621,191436,12326,178160,189838,6853,661,137028,6224014,33095,1247695,8037,207819,34,5935204,7679528,818,99,7433.400,0.000,7435.050,0.000,315901.670,12093,114151,113925,226,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SAMBHAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,RAJASTHAN,ALWAR,383479,382690,73377,47762,261551,119198,151446,119198,151446,48290,109531,137589,3275,95,66224,2227947,26524,955124,16783,557097,108,2371627,3740168,1001,368,3896.080,3234.380,3896.080,3307.600,89800.420,22681,19620,18979,641,32941071,278573,275407,3166,378091870,"Financial Year (Apr - Mar), 2011",2011
2011-12,PUNJAB,FARIDKOT,22418,22246,19929,5,2312,8641,11662,8641,11662,2189,8629,11635,111,3,515,13500,8112,202330,2,74,2,117043,215904,104,0,246.170,114.370,246.280,114.370,1338.350,2093,16253,14050,2203,18773307,2276,2091,185,1486518,"Financial Year (Apr - Mar), 2011",2011
2011-12,PUNJAB,BHATINDA,43407,43367,38304,2,5061,18691,23433,18689,23430,6269,18627,23328,186,11,2090,52070,16535,403046,2,24,833,254031,455140,163,0,609.080,388.510,610.290,388.510,9056.910,8635,9426,8852,574,16238691,28243,26590,1653,41471560,"Financial Year (Apr - Mar), 2011",2011
2011-12,PUNJAB,BARNALA,25709,25479,21115,0,4364,7718,8784,7718,8784,2298,7715,8775,44,28,702,19826,7013,195755,0,0,1,127643,215581,37,0,281.950,138.780,281.950,139.050,3402.170,1546,7199,6213,986,11112532,3221,2926,295,5922452,"Financial Year (Apr - Mar), 2011",2011
2011-12,PUNJAB,AMRITSAR,65353,65297,56165,8,9124,14706,16426,14706,16426,5812,14603,16297,163,13,1839,49685,12762,314804,2,79,8,49398,364568,134,0,532.560,630.300,533.070,630.300,5806535.010,5268,75290,62614,12676,35627524,7524,6445,1079,13635523,"Financial Year (Apr - Mar), 2011",2011
2011-12,PUDUCHERRY,PONDICHERRY,51687,51342,13012,73,38257,32501,38231,32501,38231,2412,32499,38218,171,18,23375,553365,9082,239758,42,1011,2,648595,794134,41,0,682.330,0.000,914.430,0.000,16724.020,1085,40031,39635,396,69296625,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2014-15,DAMAN & DIU,DIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2014",2014
2011-12,PUDUCHERRY,KARAIKAL,15254,15207,5846,0,9361,10053,13124,10053,13123,1849,10047,13035,31,14,5597,152271,4450,132458,0,0,13,219375,284729,12,0,321.750,0.000,337.160,0.000,1104.870,3958,3562,3490,72,5872767,1,1,0,714,"Financial Year (Apr - Mar), 2011",2011
2011-12,ODISHA,GANJAM,448618,448592,100802,25154,322636,94490,177006,94480,176982,78311,92584,172295,3265,162,64812,2169184,22165,722216,5607,174952,1397,1564820,3066352,820,173,3232.040,1910.130,3232.040,1910.130,28337.290,38397,410844,342426,68418,309595196,7867,4634,3233,4004246,"Financial Year (Apr - Mar), 2011",2011
2011-12,ODISHA,GAJAPATI,125134,125121,10564,68807,45750,50805,93725,50805,93725,36747,49691,90106,920,29,11397,320002,3486,102299,34808,1039007,462,653364,1461308,55,627,1740.040,1102.630,1740.230,1102.630,10268.460,21873,87506,72931,14575,113663591,48763,31392,17371,56103742,"Financial Year (Apr - Mar), 2011",2011
2011-12,MANIPUR,TAMENGLONG,26691,26683,7,23960,2716,8185,8240,8144,8199,619,8122,8177,0,1,789,24987,3,60,7330,180570,8,46374,205617,0,0,1.250,0.000,94.590,0.000,302.740,1375,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,HARYANA,JIND,31956,31883,19646,0,12237,11041,18879,11041,18879,3158,10905,18604,388,36,4083,120318,6822,220489,0,0,8,115340,340807,264,0,576.910,141.340,577.270,141.340,2101.350,4101,27637,13812,13825,56618323,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,HARYANA,JHAJJAR,26857,26830,13658,1,13171,10287,19346,10287,19346,2888,10287,19346,370,3,4966,166384,5320,126827,1,8,7,125312,293219,127,0,456.050,209.110,456.050,209.410,1395.520,1775,14189,7702,6487,25212542,1917,1169,748,2819429,"Financial Year (Apr - Mar), 2011",2011
2018-19,DAMAN & DIU,DAMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2018",2018
2011-12,HARYANA,HISAR,60336,60325,41120,26,19179,45427,93749,45427,93749,28316,45400,93619,3290,47,14160,596550,31219,1428134,21,632,67,809788,2025316,2416,1,3660.890,2201.090,3660.890,2201.090,12108.020,22709,75150,34165,40985,298996580,1396,717,679,6117518,"Financial Year (Apr - Mar), 2011",2011
2011-12,GUJARAT,KHEDA,184307,184297,8524,3869,171904,23814,73837,23814,73837,24184,23602,73235,1092,613,22086,866240,1180,43573,336,14303,503,368022,924116,34,30,1023.000,957.250,1023.290,957.250,69160.930,69376,8640,4624,4016,9022328,138045,93711,44334,85989499,"Financial Year (Apr - Mar), 2011",2011
2011-12,GUJARAT,KACHCHH,133233,132842,16241,1810,114791,9546,21263,9546,21263,3623,8519,19074,297,33,7626,223483,877,19641,16,253,112,131369,243377,19,1,189.340,614.720,190.500,619.020,309082.650,12929,3026,2168,858,1791761,73252,21276,51976,17409674,"Financial Year (Apr - Mar), 2011",2011
2011-12,CHHATTISGARH,BALODA BAZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,CHHATTISGARH,BALOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,WEST BENGAL,COOCHBEHAR,602112,602043,317446,5923,278674,298510,330033,298387,329826,83642,294262,324468,518,4054,125774,1699385,165095,2383996,3393,64747,53094,993214,4148128,309,15,5526.140,2234.040,5599.770,2280.620,117249518.700,30090,105235,94052,11183,125943230,255797,225556,30241,311088943,"Financial Year (Apr - Mar), 2011",2011
2011-12,WEST BENGAL,BIRBHUM,658227,658163,221090,51506,385567,469323,747447,469324,747435,261576,468760,745837,27032,11203,254748,8517599,176488,6824107,37524,1574995,32919,4208923,16916701,11424,2948,18816.700,7606.490,20304.740,7794.120,3648260.990,148630,181900,115403,66497,650354141,469576,347648,121928,1470018793,"Financial Year (Apr - Mar), 2011",2011
2011-12,WEST BENGAL,BANKURA,579173,579049,231214,70983,276852,327474,654422,327199,653500,123102,326841,652027,12770,6875,129156,3284552,154417,5224887,43268,1482555,8974,4023253,9991994,7262,2215,13770.340,5539.590,13853.040,5551.950,567686137.800,104668,83145,52872,30273,206025728,228346,136710,91636,563641705,"Financial Year (Apr - Mar), 2011",2011
2011-12,WEST BENGAL,24 PARGANAS SOUTH,822194,822020,181933,5907,634180,197023,281701,197009,281623,162495,196415,280638,7370,2542,153711,4988013,41414,1280240,1290,39930,5100,1519212,6308183,1381,40,8783.560,3125.370,8938.250,3203.030,708524710.100,174721,66080,56409,9671,138370561,108978,82659,26319,257047048,"Financial Year (Apr - Mar), 2011",2011
2011-12,WEST BENGAL,24 PARGANAS (NORTH),741737,741584,223175,33798,484611,339623,470852,339585,470778,419750,339466,470526,9851,2170,220108,7684556,103911,3532628,15447,526907,17418,3901595,11744091,2914,619,16220.890,9031.600,16416.960,9234.880,407820063.600,638115,228612,171563,57049,610591153,342725,259657,83068,842944905,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,UTTAR KASHI,74320,74138,12197,246,61695,38804,44988,38759,44920,23349,38697,44790,1766,7,31794,1268057,6763,275732,140,7385,53,559953,1551174,333,15,1744.850,1362.080,1746.390,1362.560,11683.780,16976,39536,38197,1339,93599430,20542,18702,1840,54082700,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,UDAM SINGH NAGAR,83571,83275,16297,16363,50615,29981,46055,29980,46051,14395,29893,45924,2590,25,17168,906493,5916,299979,6809,249569,245,448682,1456041,536,474,1737.980,997.290,1737.980,997.290,7918.370,22540,32054,26729,5325,78431842,8778,7700,1078,30932152,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,TEHRI GARHWAL,144685,144549,15033,172,129344,96252,109885,96307,110142,64020,96052,109458,3393,52,85523,3688711,10462,459356,67,2527,338,2597743,4150594,372,1,4723.330,3220.490,4766.320,3221.980,7224359.090,31260,63118,60428,2690,278892941,17932,17022,910,80389617,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,RUDRA PRAYAG,44029,44012,8122,61,35829,11760,12792,11741,12772,4709,11737,12768,149,19,9819,250934,1882,48067,36,996,35,139564,299997,23,0,358.740,192.940,360.030,195.130,554348.290,5894,12309,12109,200,14776628,6258,5937,321,9550257,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,PITHORAGARH,87235,86730,18724,3156,64850,51032,68617,51029,68611,30386,50908,68387,3184,69,38148,1879448,11292,577943,1468,57718,39,927063,2515109,798,42,2165.010,1766.770,3017.520,1768.370,9444592.920,39932,36401,34779,1622,90277792,31266,28742,2524,109199449,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,PAURI GARHWAL,110728,110631,14210,422,95999,60155,67493,60107,67421,45896,59993,67236,1506,63,52128,1868069,7719,286150,146,5477,673,1308192,2159696,225,1,2510.790,1169.970,2672.050,1202.430,51665882.370,32786,35275,34252,1023,91546722,34711,33912,799,107633460,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,NAINITAL,41479,40283,11714,135,28434,17437,20663,17427,20647,10249,17331,20525,665,13,12595,498870,4676,189932,60,2710,122,176796,691512,182,1,822.060,426.540,822.350,426.690,1090617.630,15257,19466,18236,1230,42074154,6370,5981,389,16653905,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,HARIDWAR,118123,117719,50164,840,66715,21407,23652,21383,23626,10902,21379,23621,617,9,12477,505761,8638,314522,264,9723,87,106682,830006,184,2,1295.380,551.400,1295.380,551.400,424243.060,16470,24617,22821,1796,38864124,844,803,41,2703637,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,DEHRADUN,65333,62941,13882,13214,35845,16000,18057,15997,18052,13724,15823,17856,887,11,8039,441805,3606,157454,4178,155937,114,185906,755196,185,62,698.170,441.550,986.130,612.690,5545.380,9564,16436,15776,660,49141644,5974,5827,147,18254300,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,CHAMPAWAT,39763,39735,7249,178,32308,18604,20431,18581,20402,13504,18261,19981,1430,22,15155,829632,3061,157702,45,1841,60,319820,989175,217,0,1258.850,556.890,1336.400,604.700,3979.850,13030,12620,12286,334,45658360,2359,2293,66,9976380,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,CHAMOLI,81060,80787,14156,2288,64343,52021,59294,51971,59232,47215,51675,58790,4742,88,41145,2176100,9407,499617,1123,69798,99,1388546,2745515,1098,137,3335.050,2052.060,3349.240,2055.700,2718471.090,49671,11013,10675,338,30951072,31524,30416,1108,141230678,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,BAGESHWAR,46084,45618,12362,314,32942,17642,19991,17642,19991,6113,17637,19976,776,19,12648,470321,4882,193702,107,5535,18,283791,669558,227,9,806.930,327.300,806.930,327.300,2468.420,11589,15038,14650,388,32254380,12745,12523,222,30504180,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTARAKHAND,ALMORA,101530,101523,19156,55,82312,40097,45101,40090,45092,17438,39899,44818,619,18,33015,875914,6863,207031,21,1193,32,450526,1084138,162,0,1282.390,341.820,1283.190,342.560,8590.300,18202,38566,37190,1376,60235786,16623,16082,541,31308138,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,VARANASI,138024,137409,43289,120,94000,67668,87982,67668,87982,56431,67516,87676,2509,161,42315,1425227,25148,915305,53,1809,294,620515,2342341,1023,1,2815.650,1819.400,2816.270,1819.400,6463679.010,81067,170995,164338,6657,279869766,2920,2869,51,3004555,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,UNNAO,396218,396051,150077,1917,244057,161010,180034,161013,180037,105288,160625,179538,5975,1258,96636,3683174,63367,2270413,622,25289,1486,590694,5978876,2220,15,7160.420,3506.110,7171.630,3507.550,89047353.380,229735,282290,277578,4712,693530176,573,566,7,1359174,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SULTANPUR,196004,195904,55039,1418,139447,89208,106158,89209,106159,42811,88610,105230,3274,141,59667,2109662,28239,1004508,704,24413,143,550907,3138583,1093,19,3750.610,1553.590,3769.680,1619.530,15624909.290,97897,144696,138867,5829,334279088,14955,14581,374,44507963,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SONBHADRA,324148,324141,97707,84666,141768,156827,251213,156828,251214,106407,155993,249301,7948,258,57976,2048888,52144,1988167,45873,1771735,9210,2182767,5808790,2766,2733,7012.470,2970.360,7028.760,2970.360,138966061.400,84074,304612,251292,53320,634215315,6654,5586,1068,16709295,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SITAPUR,545270,544550,242570,1072,300908,245133,301358,245118,301339,138710,243939,299407,7440,401,131456,4444803,111988,3687732,495,14326,219,669297,8146861,3399,16,9872.530,4485.840,9912.650,4576.700,206919189.800,321178,452466,439497,12969,929183076,25707,25241,466,51553094,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SIDDHARTH NAGAR,272008,271947,57936,784,213227,132846,156783,132846,156781,81807,130848,153783,10904,90,99957,4843186,30555,1467379,336,16048,285,1879611,6326613,2643,25,7191.390,4582.340,7660.790,4998.300,261492751.100,105344,182612,167140,15472,696067159,14318,13607,711,50472664,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SHRAVASTI,139611,137171,40684,654,95833,72884,83125,72864,83105,29852,72104,82154,923,82,47312,1269558,24435,655740,357,9252,110,42529,1934550,273,3,2082.520,1574.260,2275.570,1576.980,12833962.610,50791,107472,103747,3725,178528546,25869,25032,837,42637636,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SHAMLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SHAHJAHANPUR,266103,263572,71682,20,191870,154104,176626,154090,176606,51657,152638,174812,2209,135,107521,2847538,45107,1199479,10,325,28,91202,4047342,708,0,4899.860,2460.550,4900.880,2460.630,16323325.960,160672,187926,181416,6510,373961214,64971,63614,1357,109413476,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SANT RAVIDAS NAGAR,116147,115806,47121,453,68232,50333,82460,50332,82459,31039,50260,82219,2172,26,27224,894711,22808,764121,228,7367,73,540631,1666199,1011,4,1996.960,1156.420,2001.630,1160.440,388741155.000,42422,74623,57437,17186,144555778,108,100,8,136440,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SANT KABEER NAGAR,243134,237139,52127,712,184300,120248,144737,120242,144730,52804,119108,143173,2025,195,91241,3020603,27483,914516,384,13720,46,1012033,3948839,529,6,4713.020,2957.410,4724.600,3073.150,24656788.690,134609,130266,122957,7309,306677309,61200,59374,1826,140573698,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,SAHARANPUR,139859,138577,62399,131,76047,73628,95586,73618,95568,43538,73443,95317,1245,109,37019,987452,36358,898438,66,1423,18,426069,1887313,590,0,2268.390,952.260,2268.520,986.950,13724253.300,63137,116680,107234,9446,182444516,27653,25587,2066,42555848,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,RAMPUR,123776,122881,22077,306,100498,69220,78415,69187,78373,33157,68799,77826,1334,81,53689,1510901,14923,372001,187,5935,7,76705,1888837,205,4,2179.120,874.990,2267.900,924.830,15965815.890,54874,108979,104021,4958,207274930,7827,7664,163,13772192,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,RAE BARELI,216562,213552,66140,565,146847,149832,187584,149832,187584,74490,149551,187155,8560,331,97382,3830609,51778,2171612,391,14753,82,1233191,6016974,3271,17,7154.520,3050.670,7189.350,3056.840,128224035.500,155830,235598,223676,11922,681754596,13298,13030,268,34076207,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,PRAYAGRAJ,337547,337090,167881,3378,165831,140164,183394,140144,183362,136457,139468,182275,5330,552,60064,2044498,78064,2703175,1340,49019,1015,1335314,4796692,3166,67,5575.310,2362.160,5741.800,2363.450,291562865.300,112073,234159,213022,21137,524140069,11618,11105,513,25086679,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,PRATAPGARH,237208,236635,71540,3,165092,106492,130494,106489,130488,78907,106281,130155,5280,153,71282,2777779,34999,1311435,0,0,453,1002761,4089214,1728,0,4178.180,2648.880,4839.080,2843.900,13131371.900,114290,179510,166335,13175,453790503,1194,1093,101,2125530,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,PILIBHIT,281930,281186,13692,420,267074,154444,180866,154430,180850,83705,154162,180479,2942,560,144124,3705697,9695,251943,343,8917,17,152709,3966557,192,4,4747.610,1674.570,4759.310,1677.490,3357063.360,142758,224695,216077,8618,436733862,8294,8044,250,16514294,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,MUZAFFARNAGAR,65264,61304,20538,228,40538,27843,31414,27836,31406,10957,27524,31029,1107,36,19362,813545,8082,301663,80,2967,66,106084,1118175,261,5,1333.920,405.080,1339.760,412.300,1521531.290,32847,52532,47616,4916,123585764,4366,4194,172,10878910,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,MORADABAD,188148,186313,36135,143,150035,108698,138291,108664,138210,70324,108051,137244,3956,159,84800,2887131,23164,705714,87,3282,41,203296,3596127,654,4,4298.910,2454.000,4306.530,2456.480,23184339.060,120559,171941,148376,23565,394492986,8901,8325,576,30112104,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,MIRZAPUR,291071,290345,125025,4159,161161,134978,206893,134976,206891,84832,134694,206340,6388,177,67639,2300086,65139,2356333,1916,63553,234,1682610,4719972,3767,69,5623.010,3841.190,5623.530,3859.800,760027156.400,82231,227091,170703,56388,446028068,14878,13065,1813,27182800,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,MEERUT,32735,32713,16536,0,16177,10116,11190,10116,11190,4845,10067,11130,148,34,4625,137221,5442,168968,0,0,128,29364,306189,80,0,368.420,110.400,368.420,110.400,393568.920,15260,35654,33505,2149,35679960,1091,1057,34,997680,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,MAU,208398,208281,54171,373,153737,95436,106101,95399,106063,63008,95220,105833,2136,497,66918,2448140,28134,957768,168,6354,291,742866,3412262,482,2,3489.300,2340.610,4079.960,2395.180,2874201.800,69621,147226,142407,4819,381945079,8005,7784,221,17806910,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,MATHURA,99644,99555,46808,388,52359,45222,68471,45221,68467,18153,45035,68076,1988,43,24132,846766,20724,717009,179,6222,4,502554,1569997,961,11,1868.110,371.080,1877.150,372.650,502239.250,60958,65327,47751,17576,157366102,16826,12967,3859,30475870,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,MAINPURI,183737,183563,53115,199,130249,78116,84353,78097,84329,53985,77938,84119,1515,104,53793,1801711,24009,816610,136,3647,211,140326,2621968,492,2,2890.880,1297.060,3154.060,1359.590,42708249.090,92332,123462,116821,6641,279460912,14800,14466,334,31912980,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,MAHOBA,95295,95155,25277,136,69742,45316,91452,45315,91450,35694,45127,90785,2910,82,32871,1350687,12192,498731,64,2960,10,627778,1852378,815,8,2102.070,727.120,2210.200,728.080,497869850.300,47051,102483,64736,37747,222922044,450,399,51,417960,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,MAHARAJGANJ,270890,253625,50447,1438,201740,165725,233802,165711,233732,81375,164589,231281,4493,394,129659,3982453,34005,1045677,925,32936,96,1121038,5061066,850,28,5936.720,3278.030,6050.400,3550.140,43330381.190,167080,230936,205081,25855,476044978,43449,41129,2320,84310379,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,LUCKNOW,219716,217948,139325,570,78053,89045,127223,89045,127231,71131,88610,125826,4035,248,28658,920267,59795,2127371,157,3859,0,365803,3051497,2950,1,3699.550,1627.590,3700.720,1627.590,1421559672.000,120409,159810,153807,6003,279331681,4130,4038,92,5937060,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,LALITPUR,205377,205296,34757,12892,157647,109664,179587,109666,179581,116481,109465,179193,10425,325,78228,3648502,22641,1070159,8596,441474,45,1553584,5160135,2136,1066,6174.040,3325.790,6195.010,3330.700,22374903.860,104677,176193,129419,46774,576425325,9216,8344,872,24880208,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,KUSHI NAGAR,432547,431066,134278,998,295790,156606,184167,156574,184130,88905,155425,182584,8115,373,98575,4076662,56587,2370137,263,10161,13014,973354,6456960,2914,8,7515.600,3724.040,7725.530,3855.410,928497026.900,273856,277881,254899,22982,698167338,15739,15086,653,24966804,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,KHERI,428178,427333,163067,6139,258127,219212,235555,219198,235539,106124,218427,234676,6725,1262,125608,4231618,89659,2909831,3160,84930,1175,275286,7226379,2654,32,8583.200,4856.050,8660.610,4892.810,742304032.600,193434,338537,334833,3704,834934303,6614,6578,36,15887195,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,KAUSHAMBI,173914,173173,103287,6,69880,78422,104788,78420,104786,50661,77796,103782,2230,89,28971,924470,48819,1508870,6,117,19,691540,2433457,1359,0,2908.350,1088.010,2909.170,1091.350,509691.010,34739,138803,118591,20212,265193282,14303,12838,1465,25031590,"Financial Year (Apr - Mar), 2011",2011
2011-12,BIHAR,VAISHALI,498485,496183,170244,1973,323966,50777,54123,48266,51105,207993,46823,49579,8778,0,0,0,0,0,0,0,0,0,0,2867,102,3186.100,2988.390,3204.630,3292.790,71078751.120,105910,7421,7099,322,11222467,105153,103462,1691,334441056,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,KASHGANJ,136806,129502,25630,119,103753,72442,90265,72442,90265,37692,72161,89893,2720,185,57663,2059101,14415,524968,83,3237,55,100336,2587306,542,2,3102.760,1599.960,3106.230,1618.170,6248194.430,79440,101252,97018,4234,273123895,10815,10595,220,22832131,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,KANPUR NAGAR,212437,211420,89222,4885,117313,92612,114309,92571,114247,63575,92414,114001,5322,275,45483,1667868,44900,1671059,2031,74150,197,323196,3413077,2608,104,4074.380,2802.610,4097.370,2807.070,271581822.000,95487,140070,133193,6877,389153764,4350,4228,122,9244255,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,KANPUR DEHAT,206613,206441,80345,3422,122674,98551,126024,98551,126024,68799,97745,124777,3771,201,56443,1848563,40010,1343379,1292,43956,358,356880,3235898,1697,58,3804.510,2055.870,3848.080,2057.740,30603118.440,111329,149959,141845,8114,310853748,38118,35995,2123,75059694,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,KANNAUJ,114482,114289,35396,19,78874,63860,68677,63860,68677,36567,63676,68468,1335,124,42747,1303280,20915,636295,14,234,467,27388,1939809,452,0,2316.790,1111.010,2316.810,1118.040,757742.730,40734,95927,94180,1747,231799350,226,224,2,668040,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,JHANSI,168296,165812,59172,1316,105324,99794,193624,99793,193623,73705,99313,192327,10430,278,61322,2965140,37235,1785572,756,35378,371,1764987,4786090,3880,65,5613.280,2170.010,5617.930,2173.340,67009636.950,118185,186509,120285,66224,520784199,18283,12129,6154,45364237,"Financial Year (Apr - Mar), 2011",2011
2011-12,WEST BENGAL,SILIGURI MAHAKUMA PARISAD,86873,86823,39210,23523,24090,41685,44277,41674,44266,15007,41419,43982,131,302,11331,203750,20331,367571,9757,187269,3978,414201,758590,61,36,998.260,299.390,998.400,299.410,2233.700,4432,5691,5619,72,6538935,57867,56748,1119,88599044,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,JAUNPUR,284583,269139,119215,3883,146041,126301,147375,126246,147313,46654,125576,146402,7837,226,70033,3189090,54016,2348689,1527,69364,121,1114611,5607143,3280,117,6353.600,2979.810,6713.200,3026.600,258626981.700,192128,200069,188878,11191,572360436,29107,28319,788,94256481,"Financial Year (Apr - Mar), 2011",2011
