srcYear,srcStateName,srcDistrictName,Households that applied for a Job Card,Job Cards issued,Job Cards issued for Scheduled Caste,Job Cards issued for Scheduled Tribes,Job Cards issued for non Scheduled Tribes or Scheduled Caste,Households that demanded work,Persons who demanded work,Households that were allotted work,Persons that were allotted work,Muster Rolls filled,Households that worked under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Persons that worked under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Households that reached a 100 day limit,Persons with disability,Non Scheduled Tribes or Scheduled Caste households that worked,Total Person days worked by non Scheduled Tribes or Scheduled Caste persons,Scheduled Caste households that worked,Total Person days worked Scheduled Caste persons,Scheduled Tribe households that worked,Total Person days worked Scheduled Tribe persons,Households that worked on land reform or Indira Awas Yojana,Total Person days worked by women,Total Person days,Scheduled Caste households that reached a 100 Day Limit,Scheduled Tribe households that reached a 100 Day Limit,Labour expenditure that has been disbursed,Material expenditure that has been disbursed,Labour expenditure both disbursed and pending,Material expenditure both disbursed and pending,Amount sanctioned,Works under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Total bank accounts,Individual bank accounts,Joint bank accounts,Amount disbursed to bank accounts,Post office accounts,Individual post office accounts,Joint post office accounts,Amount disbursed to post office accounts,Year,YearCode
2017-18,MAHARASHTRA,OSMANABAD,221474,203720,31953,2168,169599,33624,59436,33522,59224,29824,28791,49962,2550,135,24278,980481,4299,151289,214,6511,348,481832,1138281,234,7,2181.150,894.260,2221.120,909.430,5451821.680,98522,115776,113341,2435,209560086,55440,54935,505,7224908,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,PARBHANI,216094,208104,22466,2648,182990,28376,55772,28289,55580,16359,24657,47665,1974,52,22732,973816,1680,52584,245,9606,100,388252,1036006,69,18,2114.430,2104.510,2141.840,2151.010,12022469.000,74472,153501,136638,16863,209216024,9430,9200,230,15942,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,PUNE,237330,221182,13935,18456,188791,20631,39880,20479,39515,27140,18447,35195,1321,94,14853,640363,1814,75063,1780,64442,1430,348731,779868,75,61,1528.830,396.530,1547.490,434.800,1126845.130,66860,85253,72611,12642,144173509,17860,17578,282,176187,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,RAIGAD,113519,104726,3983,16854,83889,7761,13048,7743,12988,8142,7414,12408,325,56,5318,166651,403,9094,1693,52795,289,107269,228540,2,77,452.650,134.690,459.240,160.320,14342867.510,35514,43183,40911,2272,41594874,17633,17254,379,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,RATNAGIRI,157538,142326,8135,1263,132928,22553,39941,22512,39844,43696,21701,38225,1255,138,19792,746459,1656,51651,253,7529,369,377325,805639,48,6,1649.980,271.380,1661.460,272.770,1580004.640,75073,79951,70038,9913,161812259,23478,23234,244,2865274,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,SANGLI,210395,188344,15968,926,171450,22759,37925,22659,37756,12249,20234,33161,1968,82,18940,834966,1251,48754,43,1873,340,357152,885593,89,5,1763.810,435.290,1776.130,467.130,4029477.280,63476,126519,113653,12866,168848553,32651,32222,429,9309,"Financial Year (Apr - Mar), 2017",2017
2011-12,WEST BENGAL,NADIA,713084,713065,199161,17901,496003,271411,363122,271403,363110,117799,269083,359651,1738,3436,188988,3438338,71738,1505005,8357,191617,13861,1375228,5134960,606,104,6190.950,2817.630,6201.740,2824.520,86435964.500,44484,142290,122841,19449,106202227,550348,516199,34149,568192030,"Financial Year (Apr - Mar), 2011",2011
2017-18,MAHARASHTRA,SATARA,272296,246161,20162,1848,224151,36412,63605,36209,63126,39555,33974,58547,2321,275,29941,1092931,3750,110654,283,10681,738,561917,1214266,100,25,2489.540,772.130,2508.410,777.440,611696.280,99966,163960,151573,12387,238929583,15053,14761,292,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,SINDHUDURG,82930,68069,4691,299,63079,19175,33896,19163,33870,33095,18452,32118,1327,241,17678,702045,705,21732,69,2118,794,290038,725895,21,3,1538.830,631.990,1546.450,634.790,2925732.950,82847,73127,72277,850,150047231,10731,10437,294,2690784,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,SOLAPUR,346992,284234,30914,6404,246916,18161,32259,18036,32007,17337,16589,29025,607,41,14038,416560,2268,66185,283,7410,1441,198189,490155,51,6,961.650,119.490,964.180,181.230,73837893.500,72518,101962,91860,10102,93806723,74412,72893,1519,534855,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,THANE,100841,96924,4592,33119,59213,17114,32525,17035,32289,19937,15856,29400,1013,37,8653,314797,650,21382,6553,230374,632,236267,566553,24,414,1198.810,538.880,1217.330,547.480,514549.120,53493,67420,66415,1005,114979377,28531,28343,188,2131309,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,WARDHA,146133,116774,17367,15431,83976,26894,52259,26831,52094,56056,24427,46385,3990,247,18691,1112958,2915,188119,2821,191366,607,449746,1492443,506,517,3029.660,1418.690,3043.180,1449.020,93962007.050,97424,121233,104542,16691,283670703,15541,14875,666,215428,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,WASHIM,191076,171301,22355,7727,141219,48580,86346,48542,86278,37791,43703,75483,5596,230,36782,1883502,5094,218508,1827,78577,449,851183,2180587,523,147,4369.150,1352.490,4419.910,1439.420,86169.780,75159,136962,122526,14436,425044121,15512,14105,1407,9527330,"Financial Year (Apr - Mar), 2017",2017
2017-18,MAHARASHTRA,YAVATMAL,417245,409143,36529,68375,304239,98097,168636,97895,168245,90205,86659,146058,7119,612,64935,2496465,7516,275452,14208,559181,1191,1377637,3331098,493,1228,6567.130,4073.030,6618.020,4174.960,18645463.560,283420,277934,227084,50850,643869961,32704,26214,6490,969051,"Financial Year (Apr - Mar), 2017",2017
2017-18,MANIPUR,BISHNUPUR,47255,47255,7758,130,39367,47093,52167,47093,52169,33795,47061,51304,0,105,39133,535664,7800,108318,128,1600,316,321123,645582,0,0,1042.910,813.430,1056.860,813.430,12650263.190,33761,57870,51001,6869,100417982,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MANIPUR,CHANDEL,35349,35303,18,30786,4499,34954,38342,34709,38086,2935,34459,37780,0,122,4417,62053,17,245,30025,431181,10,186649,493479,0,0,1006.690,422.300,1006.690,422.300,34935.520,10525,24647,24560,87,36796266,1,1,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MANIPUR,CHURACHANDPUR,61959,61959,7,60620,1332,62130,66925,61623,66315,10322,61397,66075,0,29,1308,13799,7,88,60082,680771,9,248977,694658,0,0,1417.040,635.210,1417.050,635.230,14733.280,16527,30997,28278,2719,54437820,172,139,33,250920,"Financial Year (Apr - Mar), 2017",2017
2017-18,MANIPUR,IMPHAL EAST,100711,100402,1626,1930,96846,80937,83499,80929,83488,16612,80106,82534,1,370,77485,868699,1262,14507,1359,17816,214,505276,901022,0,0,1458.360,1457.700,1468.410,1457.700,6638.200,19375,115077,113416,1661,128056629,1214,1192,22,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MANIPUR,IMPHAL WEST,61567,61557,2969,872,57716,56339,64378,56338,64374,16683,53301,57077,0,39,49851,679545,2690,32824,760,11556,7,425832,723925,0,0,1305.110,851.760,1312.090,859.690,373601.320,11251,70144,67672,2472,106312904,4168,4137,31,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MANIPUR,SENAPATI,80909,80909,265,73890,6754,78449,80386,76881,78811,9550,75942,77751,0,80,6557,70442,237,3114,69148,707952,15,217539,781508,0,0,1593.380,402.450,1593.720,402.450,347124.010,11932,32426,31936,490,31920887,8,8,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MANIPUR,TAMENGLONG,31365,31363,6,28672,2685,31309,33659,31304,33648,8195,30089,32428,0,30,2630,38326,5,75,27454,390650,13,128077,429051,0,0,873.280,482.520,875.130,482.520,1352.230,11551,16478,16281,197,29354364,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MANIPUR,THOUBAL,80691,80618,2331,788,77499,63450,75033,63436,75007,21028,62242,72389,0,242,59883,966082,2248,34866,111,1148,4,558403,1002096,0,0,1839.130,1120.430,1841.030,1120.500,6575.630,9245,95412,88619,6793,179876960,21312,17789,3523,2856,"Financial Year (Apr - Mar), 2017",2017
2017-18,MANIPUR,UKHRUL,50247,48843,69,48138,636,46570,52124,46476,51507,2155,46429,49840,0,137,529,4848,65,593,45835,448187,13,153296,453628,0,0,920.120,606.590,925.900,606.590,2916.350,7933,41935,40012,1923,41706780,26,26,0,24480,"Financial Year (Apr - Mar), 2017",2017
2017-18,MEGHALAYA,EAST GARO HILLS,30346,30252,23,29811,418,29105,58140,29105,58138,28401,29048,57943,20683,28,393,37389,21,1979,28634,2718179,648,1196789,2757547,14,20394,6508.990,3925.110,6508.990,3925.110,68062.790,20611,20320,12839,7481,300119198,5,5,0,69642,"Financial Year (Apr - Mar), 2017",2017
2017-18,MEGHALAYA,EAST KHASI HILLS,88751,87478,186,86199,1093,64513,75856,64513,75854,53919,62660,72847,17415,134,892,55854,158,9510,61610,4185186,868,2883084,4250550,24,17298,9932.970,5643.950,9932.970,5644.300,21553.310,40531,110180,104310,5870,952340190,2354,2201,153,35828,"Financial Year (Apr - Mar), 2017",2017
2017-18,MEGHALAYA,RI BHOI,55767,55039,433,52738,1868,41000,64177,40997,64173,24250,39641,61459,6349,26,1010,58333,165,8548,38466,2195258,174,1109999,2262139,35,6106,5244.890,3051.100,5244.930,3057.170,17267.430,25606,58530,56211,2319,379174104,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MEGHALAYA,SOUTH GARO HILLS,37294,36900,180,35630,1090,32168,33254,32117,33201,18419,32045,33102,16014,27,937,79238,174,11236,30934,2618711,104,616959,2709185,18,15529,6900.240,3748.930,6900.240,3788.640,12852.600,17758,3303,3267,36,47530153,2,1,1,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MEGHALAYA,WEST GARO HILLS,96077,95926,2188,74277,19461,87406,115915,87393,115895,64927,85738,112915,19344,40,15296,855740,1792,96530,68650,4930326,65,2203972,5882596,78,18424,15433.120,7217.300,15433.950,7269.370,36227.930,66401,53918,21405,32513,765775788,37,36,1,199081,"Financial Year (Apr - Mar), 2017",2017
2017-18,MEGHALAYA,WEST JAINTIA HILLS,48210,48198,140,47735,323,29580,36152,29580,36152,15521,28378,34665,2654,42,215,13272,75,4316,28088,1424152,26,1033805,1441740,24,2595,3611.790,2358.220,3612.390,2358.220,1267991.960,14828,44280,35760,8520,315390472,2226,2111,115,4442038,"Financial Year (Apr - Mar), 2017",2017
2017-18,MEGHALAYA,WEST KHASI HILLS,59541,59115,5,59075,35,45578,69966,45568,69941,21394,44635,66969,5063,117,31,1628,5,353,44599,2672226,682,1496569,2674207,0,5063,6302.300,3142.520,6302.300,3142.590,15308.060,43230,92189,89239,2950,580433092,322,251,71,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MIZORAM,AIZAWL,28637,28634,2,28333,299,27324,27331,27324,27331,9062,27322,27329,0,19,172,13720,1,85,27149,2251713,5,577188,2265518,0,0,2336.510,296.870,2355.950,299.000,6020.610,20155,29166,25918,3248,227637466,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MIZORAM,CHAMPHAI,29031,29031,0,29025,6,29203,33006,29200,33003,2091,29198,32960,0,27,6,239,0,0,29192,2292896,322,886992,2293135,0,0,2585.920,303.070,2828.060,303.070,12167.910,9127,31388,31070,318,235521432,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MIZORAM,KOLASIB,18444,18444,11,18281,152,18626,19319,18626,19318,15054,18626,19311,0,1,149,10106,10,720,18467,1284591,2,540109,1295417,0,0,1772.980,285.250,1773.800,285.250,2902.370,12070,19008,17789,1219,166815556,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MIZORAM,LAWNGTLAI,29655,29655,0,29507,148,29634,37689,29629,37683,18135,29619,37656,0,10,148,13100,0,0,29471,2607660,299,686298,2620760,0,0,2637.660,364.840,2646.390,372.500,407623.430,12271,31918,31274,644,209468008,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MIZORAM,LUNGLEI,36198,36198,4,36009,185,36096,36634,36096,36634,30265,36096,36634,0,5,187,12408,4,280,35905,2468877,4,977354,2481565,0,0,3200.430,342.650,3209.180,342.650,27744.730,27354,37587,37421,166,311625304,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MIZORAM,MAMIT,20490,20489,0,20275,214,21170,21364,21168,21362,3099,21160,21353,0,8,221,13997,0,0,20939,1346243,2037,495480,1360240,0,0,2005.300,177.950,2037.290,178.290,3115.360,13474,20689,20618,71,181332396,2,2,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,MIZORAM,SERCHHIP,14226,14226,3,14120,103,14352,14409,14352,14409,2547,14351,14407,0,24,106,7653,3,228,14242,1058090,139,395751,1065971,0,0,1327.480,153.280,1339.980,153.280,43332.510,6879,24756,24747,9,129664750,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI,9141,3549,1,3496,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2181,2172,9,0,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,DIMAPUR,73304,73100,3608,65488,4004,69415,73643,69330,73557,7495,69029,73029,90,26,3818,255777,3510,205693,61701,3816823,178,1060438,4278293,0,83,8167.650,5511.610,11837.680,8073.480,643634.240,6161,32374,31718,656,230543084,1,1,0,11387,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,KIPHIRE,23670,23629,3,23572,54,23610,25808,22990,25188,837,22721,24715,0,3,54,3070,3,170,22664,1282544,19,400323,1285784,0,0,3572.840,1755.750,3726.410,1972.870,423427.470,3777,2239,2231,8,27140165,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,KOHIMA,54442,54244,0,54082,162,41052,48275,40929,48143,1905,40559,47359,0,10,161,835,0,0,40398,1228024,2,540350,1228859,0,0,4941.200,2253.750,4941.200,2253.750,3158554.950,6164,17961,17889,72,156858559,6,6,0,33400,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,LONGLENG,21426,21426,1,21334,91,21250,29200,21250,29200,824,21249,29111,0,4,91,4953,1,57,21157,1173862,0,278800,1178872,0,0,3202.850,2219.520,3202.850,2296.320,3650.150,3177,6962,6606,356,67395359,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,MOKOKCHUNG,35576,35575,1,35222,352,39145,42939,39144,42938,785,39119,42542,0,2,427,20190,1,34,38691,2156436,5,720156,2176660,0,0,6202.240,3747.820,6211.340,3759.510,6854.000,2728,24105,23671,434,175426656,195,195,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,MON,39739,39739,9,39467,263,39828,41552,39828,41552,666,39167,40786,0,7,313,14560,9,368,38845,1873601,0,665706,1888529,0,0,6869.200,4492.800,7079.220,4593.810,7519.720,4643,20669,20654,15,253810155,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,PEREN,27102,27099,70,26912,117,26783,26786,26783,26786,1799,26670,26673,0,31,90,5674,58,2934,26522,1829508,1,298977,1838116,0,0,5280.700,4412.400,5280.700,4412.400,5851.280,2422,9648,9632,16,122181250,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,PHEK,34144,34144,27,30924,3193,34048,38830,34048,38830,933,34046,38580,0,18,3193,108524,27,1512,30826,1170204,40,429100,1280240,0,0,4473.170,2919.630,4473.170,2919.630,5486.020,5119,15788,15601,187,132053701,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,TUENSANG,48531,48531,7,41972,6552,48555,54172,48555,54172,1176,48553,52680,0,3,6568,245147,7,299,41978,1265491,3,364992,1510937,0,0,5714.060,3663.020,5716.650,3663.020,7508.390,4306,16620,16516,104,111541647,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,WOKHA,36205,36205,5,35669,531,35579,35581,35579,35581,1023,34832,34832,0,5,505,21403,5,216,34322,1560440,4,550556,1582059,0,0,5213.580,1706.030,5228.430,1780.050,4130.220,8108,9690,9663,27,121283598,1,1,0,15665,"Financial Year (Apr - Mar), 2017",2017
2017-18,NAGALAND,ZUNHEBOTO,37786,37786,0,37627,159,34555,44893,34554,44892,3074,33812,43273,48,10,12,567,0,0,33800,1754325,13,443883,1754892,0,48,4734.090,2741.300,5576.720,3158.620,10433339.620,5329,10518,10485,33,66955792,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,ANGUL,179029,177282,32452,26310,118520,54066,94837,53942,94576,54810,50773,86560,1418,154,32668,1053134,9784,308270,8321,272769,3251,719327,1634173,198,269,3115.560,962.180,3145.040,970.990,6975626.200,113306,173873,165974,7899,284081682,44597,34958,9639,12443514,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,BALESHWAR,354780,347704,62367,36053,249284,83299,129055,83179,128853,95955,77365,116841,223,489,56204,1531542,14057,379722,7104,200642,1737,841423,2111906,27,26,3918.050,1131.290,3941.750,1131.930,6470287.850,206356,268753,249931,18822,354008560,8942,6198,2744,2808,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,BARGARH,243439,241523,50161,54290,137072,66925,103073,66687,102673,81235,61356,90520,866,156,31568,916340,14274,423564,15514,449272,1599,603695,1789176,152,202,3498.530,969.140,3518.010,991.530,2997846.460,199072,178989,173901,5088,310109066,54440,42737,11703,23495321,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,BHADRAK,238294,231204,38719,3297,189188,48368,73165,48109,72723,79821,45007,67217,76,168,37137,1150008,7433,227242,437,14045,950,468705,1391295,6,0,2493.670,496.930,2526.150,505.200,728883.620,143478,161280,154147,7133,232178011,20678,14214,6464,11736,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,BOLANGIR,288154,286426,50158,64516,171752,125943,262738,125769,262299,188131,102294,202775,7213,379,60392,2867108,17954,850727,23948,1173744,1890,2064166,4891579,1171,1814,9426.260,2643.210,9491.640,2672.890,43945185.070,270257,353214,325911,27303,859762855,13431,7457,5974,3925715,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,BOUDH,87954,86035,20226,10537,55272,41724,70249,41693,70198,33263,35497,56982,1491,36,22643,827991,8198,277442,4656,177309,171,493095,1282742,281,184,2208.710,894.970,2246.670,906.910,203552.810,66421,90578,89768,810,175187198,35571,30392,5179,34468375,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,CUTTACK,276814,276685,63970,15202,197513,78515,119435,78404,119248,83712,72433,106225,98,177,51910,1344049,16572,411044,3951,104591,2354,564918,1859684,25,4,3352.830,894.350,3371.380,923.770,433837.750,167196,274853,257920,16933,328332398,3712,2103,1609,3132,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,DEOGARH,65683,65674,11254,21789,32631,36922,66534,36901,66487,44015,34327,59902,1212,74,17156,749988,5799,232450,11372,483943,153,696511,1466381,162,406,2985.640,934.500,3015.370,935.050,994895.430,45240,73096,64132,8964,273603512,8233,6317,1916,6676895,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,DHENKANAL,182222,180821,38331,28231,114259,61349,108166,61113,107638,97137,56819,94870,2027,180,33993,1323492,13224,519014,9602,387489,1228,925359,2229995,477,404,4216.700,1356.920,4234.850,1365.870,32072244.230,146572,276588,272953,3635,397804356,30409,24801,5608,7182635,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,GAJAPATI,121343,121286,9649,68350,43287,61486,106579,61431,106424,65672,55275,91070,2701,139,15677,632256,4058,161969,35540,1657854,732,1081133,2452079,144,2112,4485.470,2217.510,4551.960,2234.100,1405763.600,93450,150460,145722,4738,408159610,24767,19992,4775,8608101,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,GANJAM,492366,491390,106766,26997,357627,208394,310471,208262,310268,343655,194277,278544,8456,474,139002,6854797,42826,2163016,12449,651775,4171,4859009,9669588,2187,635,16751.560,7644.260,16819.920,7684.400,12712569.250,321557,584919,549023,35896,1591269689,4224,2882,1342,82422,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,JAGATSINGHAPUR,131500,130947,30314,862,99771,35996,62633,35922,62469,27660,33434,56845,66,98,24692,580118,8614,208750,128,2697,169,285035,791565,22,1,1399.140,406.580,1418.540,411.210,1151701.270,68615,119530,98509,21021,127318795,10816,8072,2744,857596,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,JAJPUR,280466,278640,71276,22318,185046,71180,103027,71019,102755,78845,67084,95327,693,330,42865,1314084,19092,561108,5127,170090,2844,542514,2045282,161,51,3769.380,1099.720,3800.440,1105.650,3095534.640,164458,200534,195234,5300,359947335,41331,36127,5204,2115796,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,JHARSUGUDA,64820,63971,14242,27073,22656,19191,29450,19127,29305,40388,17851,26514,204,45,5403,214464,4103,155897,8345,318534,518,268792,688895,56,86,1387.490,424.980,1394.640,427.160,500718.810,63423,60825,57999,2826,130290491,14971,12111,2860,3161064,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,KALAHANDI,288700,288243,54388,87894,145961,120600,218356,120447,217934,89126,103545,177019,1302,155,50828,1544621,19053,561576,33664,1065545,1099,1319085,3171742,168,544,5921.430,1836.330,5978.300,1879.200,3648256.220,207022,273491,256177,17314,524073918,64784,45616,19168,33956644,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,KANDHAMAL,141904,140798,28218,73577,39003,100409,190508,100381,190452,251592,85630,146615,5656,1096,22433,1183131,16475,864938,46722,2554409,3201,1946145,4602478,750,3680,9191.650,1646.700,9231.850,1677.920,950393.260,133244,195349,189457,5892,820263558,34237,24816,9421,9849892,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,KENDRAPARA,213154,211252,40577,1568,169107,58069,84722,57947,84492,63559,55109,78658,185,341,42764,1198845,12053,310695,292,8003,864,470171,1517543,31,1,2757.280,763.370,2768.850,771.560,3921205.220,111724,205260,196140,9120,266960714,6175,5525,650,2088,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,KENDUJHAR,304962,304236,41711,131541,130984,167263,297408,167099,297031,168106,150610,250151,6293,639,64852,2675994,20208,761348,65550,2653251,2263,2650348,6090593,713,2768,11162.060,5578.180,11210.180,5581.750,3485051.570,228756,394075,388349,5726,1031468885,36636,31653,4983,27257855,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,KHORDHA,137700,136903,25543,10362,100998,35987,59853,35875,59638,53232,33717,54324,480,194,26153,877326,5478,174030,2086,64668,1701,433011,1116024,97,18,2073.480,688.280,2082.130,689.300,522309.120,109331,116762,114307,2455,200369053,11635,10723,912,2145230,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,KORAPUT,280600,275373,43281,155298,76794,135239,244856,135160,244668,296701,116049,191183,3189,697,30674,1424098,15331,674278,70044,3242709,2310,2184778,5341085,300,2183,10525.550,6141.530,10681.360,6176.410,3264000.450,265226,270756,258883,11873,902492080,48417,38982,9435,31266906,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,MALKANGIRI,99676,99243,22183,61929,15131,37703,66636,37637,66521,114976,31543,51192,990,235,4575,197425,6029,255838,20939,919978,922,515579,1373241,150,717,2919.640,746.890,2936.440,753.620,287256.210,101886,104514,100640,3874,260231473,36064,27223,8841,2504248,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,MAYURBHANJ,426350,423728,49923,236694,137111,295819,531334,295708,531052,666544,258666,419077,9965,690,82781,4033694,30187,1454697,145698,6995568,5085,5512324,12483959,1125,5641,23952.180,10249.820,24042.190,10284.150,5347985.810,437195,643766,627935,15831,2212466290,10939,6775,4164,20706,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,NABARANGAPUR,240052,238881,38720,133516,66645,97894,183061,97792,182880,156975,91699,167705,1060,197,24271,920081,13843,525152,53585,2106199,2176,1523912,3551432,145,683,6824.880,1807.350,6968.020,1820.110,1086178.310,197953,164868,135621,29247,464273834,100388,55689,44699,185169876,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,NAYAGARH,164594,164508,22598,12043,129867,66016,122458,65905,122196,86302,62351,112971,1538,249,48976,1780741,8429,282147,4946,163793,906,866416,2226681,130,65,4176.640,1141.160,4224.940,1167.620,4664162.400,113232,177153,155548,21605,359155031,36820,29475,7345,32555959,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,NUAPADA,124315,122321,18051,44851,59419,53713,107755,53660,107610,59430,49279,93646,2058,355,22357,866165,6903,274368,20019,812511,959,827848,1953044,298,883,4006.780,1024.110,4040.510,1040.510,11853963.100,133732,181223,173851,7372,372078154,22275,13348,8927,585112,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,PURI,233689,231531,46285,1674,183572,67067,121161,66853,120675,42341,59554,102651,205,93,48080,1264801,11056,286483,418,9858,293,549129,1561142,29,1,2959.560,680.430,2985.510,687.140,1247381.410,131226,380319,373212,7107,277826038,12069,8410,3659,144890,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,RAYAGADA,197317,195133,33556,114768,46809,97604,164763,97501,164527,90223,89812,145977,1749,373,20076,873007,15433,690162,54303,2423853,1933,1645594,3987022,223,1182,7493.790,2596.810,7759.270,2657.540,2598087.460,125211,209566,194851,14715,594607261,39143,33795,5348,60670342,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,SAMBALPUR,122120,121059,24065,47533,49461,61684,102666,61537,102323,128337,54975,86403,2003,110,21680,931134,10832,472615,22463,927400,2442,940093,2331149,400,730,4429.920,1825.230,4457.910,1836.850,257434.650,152060,146585,143516,3069,407116094,26825,21137,5688,3633636,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,SONEPUR,112225,111379,24627,10410,76342,41323,62784,41245,62642,33910,37759,55053,361,74,25101,724319,9307,254880,3351,94050,403,336155,1073249,89,26,1974.510,804.650,2001.230,805.300,3287054.940,94495,106507,103479,3028,182722505,25737,20432,5305,8421881,"Financial Year (Apr - Mar), 2017",2017
2017-18,ODISHA,SUNDARGARH,284143,282774,28231,194144,60399,138500,232385,138396,232152,270337,122588,191828,4292,931,26218,1194323,12365,569573,84005,3762628,4938,2465774,5526524,432,2807,10577.640,3678.350,10639.200,3728.620,17374868.790,353618,332880,318286,14594,982613143,56291,42507,13784,80052,"Financial Year (Apr - Mar), 2017",2017
2017-18,PUDUCHERRY,KARAIKAL,14729,14661,5487,15,9159,12643,14151,12643,14152,730,11349,12111,1,13,6784,157209,4553,121966,12,303,14,241708,279478,1,0,529.050,31.150,529.110,31.150,787.150,2449,18450,18401,49,52646663,0,0,0,0,"Financial Year (Apr - Mar), 2017",2017
2017-18,PUDUCHERRY,PONDICHERRY,51407,49177,12525,74,36578,30213,35320,30207,35309,908,26315,29337,19,60,19318,327252,6957,118831,40,680,33,385309,446763,3,0,740.830,37.630,740.950,37.630,1585.420,1584,64393,63982,411,71711275,290,290,0,0,"Financial Year (Apr - Mar), 2017",2017
