ROWID,Country,State lgd code,State,District lgd code,District,Block lgd code,Block,YearCode,Year,Maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of habitations connected
1,India,1,Jammu And Kashmir,1,Anantnag,3,Dachnipora,2001,"Calendar Year (Jan - Dec), 2001",0,2.7700000000000000,66.9700000000000000000000,1.00000000000000000000
2,India,1,Jammu And Kashmir,1,Anantnag,3,Dachnipora,2004,"Calendar Year (Jan - Dec), 2004",0,2.00000000000000,32.4800000000000000000000,1.00000000000000000000
3,India,1,Jammu And Kashmir,1,Anantnag,3,Dachnipora,2006,"Calendar Year (Jan - Dec), 2006",7.6,9.900000000000000,366.1700000000000000000000,3.00000000000000000000
4,India,1,Jammu And Kashmir,1,Anantnag,3,Dachnipora,2007,"Calendar Year (Jan - Dec), 2007",23.44,26.00000000000000,1226.6100000000000000000000,9.00000000000000000000
5,India,1,Jammu And Kashmir,1,Anantnag,3,Dachnipora,2011,"Calendar Year (Jan - Dec), 2011",75.2,19.500000000000000,1065.3300000000000000000000,7.00000000000000000000
6,India,1,Jammu And Kashmir,1,Anantnag,3,Dachnipora,2012,"Calendar Year (Jan - Dec), 2012",9.6,3.300000000000000,159.9600000000000000000000,1.00000000000000000000
7,India,1,Jammu And Kashmir,1,Anantnag,3,Dachnipora,2016,"Calendar Year (Jan - Dec), 2016",0,6.800000000000000,521.200000000000000000000,3.00000000000000000000
8,India,1,Jammu And Kashmir,1,Anantnag,3,Dachnipora,2017,"Calendar Year (Jan - Dec), 2017",0,8.0200000000000000,603.4900000000000000000000,2.00000000000000000000
9,India,1,Jammu And Kashmir,1,Anantnag,3,Dachnipora,2018,"Calendar Year (Jan - Dec), 2018",91.94,13.8200000000000000,919.6600000000000000000000,5.00000000000000000000
10,India,1,Jammu And Kashmir,1,Anantnag,6861,Anantnag,2001,"Calendar Year (Jan - Dec), 2001",0,1.9000000000000000,55.4800000000000000000000,1.00000000000000000000
11,India,1,Jammu And Kashmir,1,Anantnag,6861,Anantnag,2007,"Calendar Year (Jan - Dec), 2007",12.46,8.5000000000000000,491.3800000000000000000000,5.00000000000000000000
12,India,1,Jammu And Kashmir,1,Anantnag,6861,Anantnag,2011,"Calendar Year (Jan - Dec), 2011",19.13,5.25000000000000000,273.2300000000000000000000,3.00000000000000000000
13,India,1,Jammu And Kashmir,1,Anantnag,6861,Anantnag,2012,"Calendar Year (Jan - Dec), 2012",3.3,1.000000000000000,55.0700000000000000000000,1.00000000000000000000
14,India,1,Jammu And Kashmir,1,Anantnag,6861,Anantnag,2018,"Calendar Year (Jan - Dec), 2018",337.7844370941312,29.9529322680408495,3298.7308123444801845141306,5.76807064392789949630
15,India,1,Jammu And Kashmir,1,Anantnag,7020,Bijibehara,2006,"Calendar Year (Jan - Dec), 2006",0.6,2.000000000000000,67.800000000000000000000,1.00000000000000000000
16,India,1,Jammu And Kashmir,1,Anantnag,7020,Bijibehara,2016,"Calendar Year (Jan - Dec), 2016",327.19,37.1000000000000000,4089.5700000000000000000000,4.00000000000000000000
17,India,1,Jammu And Kashmir,1,Anantnag,7020,Bijibehara,2017,"Calendar Year (Jan - Dec), 2017",0,2.000000000000000,158.3100000000000000000000,1.00000000000000000000
18,India,1,Jammu And Kashmir,1,Anantnag,7020,Bijibehara,2018,"Calendar Year (Jan - Dec), 2018",219.93556290586878,25.6470677319591750,2054.3191876555198154858694,5.23192935607210050370
19,India,1,Jammu And Kashmir,1,Anantnag,7021,Chathergul,2004,"Calendar Year (Jan - Dec), 2004",0,2.24999999999999775,63.1100000000000000000000,1.00000000000000000000
20,India,1,Jammu And Kashmir,1,Anantnag,7021,Chathergul,2006,"Calendar Year (Jan - Dec), 2006",117.55,24.999999999999975,2017.4500000000000000000000,2.00000000000000000000
21,India,1,Jammu And Kashmir,1,Anantnag,7021,Chathergul,2007,"Calendar Year (Jan - Dec), 2007",13.58,13.8999999999999861,927.2100000000000000000000,7.00000000000000000000
22,India,1,Jammu And Kashmir,1,Anantnag,7021,Chathergul,2011,"Calendar Year (Jan - Dec), 2011",15.4,5.64999999999999435,237.4100000000000000000000,4.00000000000000000000
23,India,1,Jammu And Kashmir,1,Anantnag,7021,Chathergul,2012,"Calendar Year (Jan - Dec), 2012",14.61,5.24999999999999475,243.3800000000000000000000,2.00000000000000000000
24,India,1,Jammu And Kashmir,1,Anantnag,7021,Chathergul,2016,"Calendar Year (Jan - Dec), 2016",0,5.74999999999999425,479.800000000000000000000,3.00000000000000000000
25,India,1,Jammu And Kashmir,1,Anantnag,7021,Chathergul,2018,"Calendar Year (Jan - Dec), 2018",73.45,10.04999999999998995,734.4200000000000000000000,4.00000000000000000000
26,India,1,Jammu And Kashmir,1,Anantnag,7022,Hiller Shahabad,2000,"Calendar Year (Jan - Dec), 2000",0,4.80,97.0200000000000000000000,4.00000000000000000000
27,India,1,Jammu And Kashmir,1,Anantnag,7022,Hiller Shahabad,2004,"Calendar Year (Jan - Dec), 2004",0,1.550,80.3800000000000000000000,1.00000000000000000000
28,India,1,Jammu And Kashmir,1,Anantnag,7022,Hiller Shahabad,2007,"Calendar Year (Jan - Dec), 2007",5.12,3.50,261.6400000000000000000000,2.00000000000000000000
29,India,1,Jammu And Kashmir,1,Anantnag,7022,Hiller Shahabad,2016,"Calendar Year (Jan - Dec), 2016",47.94,5.0,599.2700000000000000000000,1.00000000000000000000
30,India,1,Jammu And Kashmir,1,Anantnag,7022,Hiller Shahabad,2018,"Calendar Year (Jan - Dec), 2018",80.14,6.0,724.700000000000000000000,2.00000000000000000000
31,India,1,Jammu And Kashmir,1,Anantnag,7032,Vessu,2000,"Calendar Year (Jan - Dec), 2000",0,1.0,14.700000000000000000000,1.00000000000000000000
32,India,1,Jammu And Kashmir,1,Anantnag,7032,Vessu,2007,"Calendar Year (Jan - Dec), 2007",7.29,2.0,221.6500000000000000000000,1.00000000000000000000
33,India,1,Jammu And Kashmir,1,Anantnag,7033,Verinag,2003,"Calendar Year (Jan - Dec), 2003",0,4.75000000000000000,98.6200000000000000000000,1.00000000000000000000
34,India,1,Jammu And Kashmir,1,Anantnag,7033,Verinag,2007,"Calendar Year (Jan - Dec), 2007",0,21.6000000000000000,1199.9100000000000000000000,8.00000000000000000000
35,India,1,Jammu And Kashmir,1,Anantnag,7033,Verinag,2011,"Calendar Year (Jan - Dec), 2011",21.45,5.5000000000000000,309.2500000000000000000000,2.00000000000000000000
36,India,1,Jammu And Kashmir,1,Anantnag,7033,Verinag,2012,"Calendar Year (Jan - Dec), 2012",59.99,16.000000000000000,999.8400000000000000000000,5.00000000000000000000
37,India,1,Jammu And Kashmir,1,Anantnag,7033,Verinag,2016,"Calendar Year (Jan - Dec), 2016",32.16,9.6000000000000000,746.5500000000000000000000,2.00000000000000000000
38,India,1,Jammu And Kashmir,1,Anantnag,7033,Verinag,2018,"Calendar Year (Jan - Dec), 2018",218.67,23.5000000000000000,2186.7900000000000000000000,2.00000000000000000000
39,India,1,Jammu And Kashmir,1,Anantnag,7034,Pahalgam,2004,"Calendar Year (Jan - Dec), 2004",0,6.25000000000000000,253.8600000000000000000000,3.00000000000000000000
40,India,1,Jammu And Kashmir,1,Anantnag,7034,Pahalgam,2005,"Calendar Year (Jan - Dec), 2005",2.84,1.55000000000000000,116.9900000000000000000000,1.00000000000000000000
41,India,1,Jammu And Kashmir,1,Anantnag,7034,Pahalgam,2006,"Calendar Year (Jan - Dec), 2006",3.25,11.32000000000000000,651.3400000000000000000000,5.00000000000000000000
42,India,1,Jammu And Kashmir,1,Anantnag,7034,Pahalgam,2007,"Calendar Year (Jan - Dec), 2007",18.46,20.32000000000000000,1096.5100000000000000000000,8.00000000000000000000
43,India,1,Jammu And Kashmir,1,Anantnag,7034,Pahalgam,2011,"Calendar Year (Jan - Dec), 2011",73.3,18.5000000000000000,1047.0800000000000000000000,6.00000000000000000000
44,India,1,Jammu And Kashmir,1,Anantnag,7034,Pahalgam,2016,"Calendar Year (Jan - Dec), 2016",15.32,3.5000000000000000,191.600000000000000000000,1.00000000000000000000
45,India,1,Jammu And Kashmir,1,Anantnag,7034,Pahalgam,2018,"Calendar Year (Jan - Dec), 2018",171.59,17.3000000000000000,1716.0500000000000000000000,2.00000000000000000000
46,India,1,Jammu And Kashmir,1,Anantnag,7035,Larnoo,2005,"Calendar Year (Jan - Dec), 2005",21.26,16.000000000000000,951.0500000000000000000000,2.00000000000000000000
47,India,1,Jammu And Kashmir,1,Anantnag,7035,Larnoo,2006,"Calendar Year (Jan - Dec), 2006",4.08,23.8000000000000000,1285.5900000000000000000000,6.00000000000000000000
48,India,1,Jammu And Kashmir,1,Anantnag,7035,Larnoo,2007,"Calendar Year (Jan - Dec), 2007",22.21,30.8000000000000000,1506.8300000000000000000000,7.00000000000000000000
49,India,1,Jammu And Kashmir,1,Anantnag,7035,Larnoo,2011,"Calendar Year (Jan - Dec), 2011",105.48,31.8000000000000000,1506.6900000000000000000000,7.00000000000000000000
50,India,1,Jammu And Kashmir,1,Anantnag,7035,Larnoo,2012,"Calendar Year (Jan - Dec), 2012",5.44,2.000000000000000,90.5600000000000000000000,1.00000000000000000000
51,India,1,Jammu And Kashmir,1,Anantnag,7035,Larnoo,2016,"Calendar Year (Jan - Dec), 2016",452.37,45.55000000000000000,6085.9300000000000000000000,3.00000000000000000000
52,India,1,Jammu And Kashmir,1,Anantnag,7035,Larnoo,2018,"Calendar Year (Jan - Dec), 2018",122.21,14.55000000000000000,1222.400000000000000000000,3.00000000000000000000
53,India,1,Jammu And Kashmir,1,Anantnag,7036,Sagam,2005,"Calendar Year (Jan - Dec), 2005",11.02,8.000000000000000,557.5400000000000000000000,1.00000000000000000000
54,India,1,Jammu And Kashmir,1,Anantnag,7036,Sagam,2006,"Calendar Year (Jan - Dec), 2006",1.4,7.05000000000000000,373.9200000000000000000000,3.00000000000000000000
55,India,1,Jammu And Kashmir,1,Anantnag,7036,Sagam,2007,"Calendar Year (Jan - Dec), 2007",13.94,12.000000000000000,523.9800000000000000000000,4.00000000000000000000
56,India,1,Jammu And Kashmir,1,Anantnag,7036,Sagam,2011,"Calendar Year (Jan - Dec), 2011",23.62,7.000000000000000,337.3100000000000000000000,2.00000000000000000000
57,India,1,Jammu And Kashmir,1,Anantnag,7036,Sagam,2016,"Calendar Year (Jan - Dec), 2016",0,6.2000000000000000,514.2500000000000000000000,2.00000000000000000000
58,India,1,Jammu And Kashmir,1,Anantnag,7036,Sagam,2018,"Calendar Year (Jan - Dec), 2018",390.39,39.8000000000000000,3904.1700000000000000000000,9.00000000000000000000
59,India,1,Jammu And Kashmir,2,Budgam,6915,Parnewa,2006,"Calendar Year (Jan - Dec), 2006",0,2.000000000000000,85.3400000000000000000000,1.00000000000000000000
60,India,1,Jammu And Kashmir,2,Budgam,6915,Parnewa,2016,"Calendar Year (Jan - Dec), 2016",33.83,8.5000000000000000,651.4900000000000000000000,2.00000000000000000000
61,India,1,Jammu And Kashmir,2,Budgam,6915,Parnewa,2017,"Calendar Year (Jan - Dec), 2017",0,2.7000000000000000,189.1800000000000000000000,1.00000000000000000000
62,India,1,Jammu And Kashmir,2,Budgam,6915,Parnewa,2018,"Calendar Year (Jan - Dec), 2018",164.5,18.7000000000000000,1645.1500000000000000000000,4.00000000000000000000
63,India,1,Jammu And Kashmir,2,Budgam,6916,Sukhnag Hard Panzoo,2003,"Calendar Year (Jan - Dec), 2003",0,1.64000000000000000,48.0600000000000000000000,1.00000000000000000000
64,India,1,Jammu And Kashmir,2,Budgam,6916,Sukhnag Hard Panzoo,2004,"Calendar Year (Jan - Dec), 2004",0,8.08000000000000000,229.2600000000000000000000,2.00000000000000000000
65,India,1,Jammu And Kashmir,2,Budgam,6916,Sukhnag Hard Panzoo,2005,"Calendar Year (Jan - Dec), 2005",7.48,4.95000000000000000,166.1200000000000000000000,2.00000000000000000000
66,India,1,Jammu And Kashmir,2,Budgam,6916,Sukhnag Hard Panzoo,2006,"Calendar Year (Jan - Dec), 2006",38.16,13.7000000000000000,672.0600000000000000000000,2.00000000000000000000
67,India,1,Jammu And Kashmir,2,Budgam,6916,Sukhnag Hard Panzoo,2007,"Calendar Year (Jan - Dec), 2007",0,3.000000000000000,112.5300000000000000000000,2.00000000000000000000
68,India,1,Jammu And Kashmir,2,Budgam,6916,Sukhnag Hard Panzoo,2011,"Calendar Year (Jan - Dec), 2011",11.3,3.000000000000000,161.5100000000000000000000,2.00000000000000000000
69,India,1,Jammu And Kashmir,2,Budgam,6916,Sukhnag Hard Panzoo,2018,"Calendar Year (Jan - Dec), 2018",27.7,2.8000000000000000,277.0600000000000000000000,1.00000000000000000000
70,India,1,Jammu And Kashmir,2,Budgam,6917,Waterhail,2006,"Calendar Year (Jan - Dec), 2006",0,7.35000000000000000,483.4200000000000000000000,3.00000000000000000000
71,India,1,Jammu And Kashmir,2,Budgam,6917,Waterhail,2007,"Calendar Year (Jan - Dec), 2007",3.38,1.35000000000000000,48.3100000000000000000000,1.00000000000000000000
72,India,1,Jammu And Kashmir,2,Budgam,6917,Waterhail,2018,"Calendar Year (Jan - Dec), 2018",42.04,3.4000000000000000,420.4800000000000000000000,1.00000000000000000000
73,India,1,Jammu And Kashmir,2,Budgam,6918,Pakherpora,2003,"Calendar Year (Jan - Dec), 2003",0,8.75000000000000000,241.4200000000000000000000,2.00000000000000000000
74,India,1,Jammu And Kashmir,2,Budgam,6918,Pakherpora,2004,"Calendar Year (Jan - Dec), 2004",0,2.75000000000000000,68.800000000000000000000,1.00000000000000000000
75,India,1,Jammu And Kashmir,2,Budgam,6918,Pakherpora,2005,"Calendar Year (Jan - Dec), 2005",10.76,8.000000000000000,239.0100000000000000000000,2.00000000000000000000
76,India,1,Jammu And Kashmir,2,Budgam,6918,Pakherpora,2006,"Calendar Year (Jan - Dec), 2006",13.22,19.32000000000000000,936.3500000000000000000000,4.00000000000000000000
77,India,1,Jammu And Kashmir,2,Budgam,6918,Pakherpora,2016,"Calendar Year (Jan - Dec), 2016",0,9.000000000000000,677.1600000000000000000000,1.00000000000000000000
78,India,1,Jammu And Kashmir,2,Budgam,6918,Pakherpora,2017,"Calendar Year (Jan - Dec), 2017",0,5.7000000000000000,460.2100000000000000000000,1.00000000000000000000
79,India,1,Jammu And Kashmir,2,Budgam,6918,Pakherpora,2018,"Calendar Year (Jan - Dec), 2018",102.5,14.7000000000000000,1025.1800000000000000000000,2.00000000000000000000
80,India,1,Jammu And Kashmir,2,Budgam,6919,Charisharief,2007,"Calendar Year (Jan - Dec), 2007",108.61,18.0,1551.5800000000000000000000,1.00000000000000000000
81,India,1,Jammu And Kashmir,2,Budgam,6919,Charisharief,2016,"Calendar Year (Jan - Dec), 2016",41.55,4.0,519.4200000000000000000000,1.00000000000000000000
82,India,1,Jammu And Kashmir,2,Budgam,6920,Surasyar,2000,"Calendar Year (Jan - Dec), 2000",0,2.850,56.0900000000000000000000,1.00000000000000000000
83,India,1,Jammu And Kashmir,2,Budgam,6920,Surasyar,2001,"Calendar Year (Jan - Dec), 2001",0,4.0,113.8400000000000000000000,1.00000000000000000000
84,India,1,Jammu And Kashmir,2,Budgam,6920,Surasyar,2004,"Calendar Year (Jan - Dec), 2004",0,3.0,115.5100000000000000000000,1.00000000000000000000
85,India,1,Jammu And Kashmir,2,Budgam,6920,Surasyar,2007,"Calendar Year (Jan - Dec), 2007",0,2.420,142.5900000000000000000000,1.00000000000000000000
86,India,1,Jammu And Kashmir,2,Budgam,6920,Surasyar,2011,"Calendar Year (Jan - Dec), 2011",7.65,2.420,109.2800000000000000000000,1.00000000000000000000
87,India,1,Jammu And Kashmir,2,Budgam,6920,Surasyar,2016,"Calendar Year (Jan - Dec), 2016",119.64,11.0,1495.4500000000000000000000,1.00000000000000000000
88,India,1,Jammu And Kashmir,2,Budgam,6920,Surasyar,2018,"Calendar Year (Jan - Dec), 2018",105.33,9.50,1053.2700000000000000000000,1.00000000000000000000
89,India,1,Jammu And Kashmir,2,Budgam,6921,Soibugh,2016,"Calendar Year (Jan - Dec), 2016",47.69,5.5000000000000000,596.1100000000000000000000,2.00000000000000000000
90,India,1,Jammu And Kashmir,2,Budgam,6921,Soibugh,2017,"Calendar Year (Jan - Dec), 2017",0,2.05000000000000000,190.9300000000000000000000,1.00000000000000000000
91,India,1,Jammu And Kashmir,2,Budgam,6921,Soibugh,2018,"Calendar Year (Jan - Dec), 2018",130.48,14.05000000000000000,1304.3200000000000000000000,2.00000000000000000000
92,India,1,Jammu And Kashmir,2,Budgam,6923,S K Pora,2007,"Calendar Year (Jan - Dec), 2007",0,4.5000000000000000,302.7300000000000000000000,2.00000000000000000000
93,India,1,Jammu And Kashmir,2,Budgam,6923,S K Pora,2011,"Calendar Year (Jan - Dec), 2011",13.37,4.5000000000000000,190.6900000000000000000000,2.00000000000000000000
94,India,1,Jammu And Kashmir,3,Baramulla,7006,Bijhama,2003,"Calendar Year (Jan - Dec), 2003",0,5.0,121.7600000000000000000000,1.00000000000000000000
95,India,1,Jammu And Kashmir,3,Baramulla,7006,Bijhama,2016,"Calendar Year (Jan - Dec), 2016",0,19.20,1606.1600000000000000000000,4.00000000000000000000
96,India,1,Jammu And Kashmir,3,Baramulla,7006,Bijhama,2018,"Calendar Year (Jan - Dec), 2018",106.22,19.20,1062.1700000000000000000000,4.00000000000000000000
97,India,1,Jammu And Kashmir,3,Baramulla,7007,Chandil Wangam,2003,"Calendar Year (Jan - Dec), 2003",0,14.0,267.0500000000000000000000,1.00000000000000000000
98,India,1,Jammu And Kashmir,3,Baramulla,7007,Chandil Wangam,2018,"Calendar Year (Jan - Dec), 2018",31.67,5.0,316.6600000000000000000000,1.00000000000000000000
99,India,1,Jammu And Kashmir,3,Baramulla,7008,Hardaboora,2001,"Calendar Year (Jan - Dec), 2001",0,4.2000000000000000,103.9300000000000000000000,1.00000000000000000000
100,India,1,Jammu And Kashmir,3,Baramulla,7009,Kandi Rafiabad,2016,"Calendar Year (Jan - Dec), 2016",50.38,6.3000000000000000,629.900000000000000000000,3.00000000000000000000
101,India,1,Jammu And Kashmir,3,Baramulla,7009,Kandi Rafiabad,2018,"Calendar Year (Jan - Dec), 2018",65.26,6.39000000000000000,645.2100000000000000000000,2.00000000000000000000
102,India,1,Jammu And Kashmir,3,Baramulla,7010,Khaipora,2006,"Calendar Year (Jan - Dec), 2006",0,4.5000000000000000,291.2100000000000000000000,1.00000000000000000000
103,India,1,Jammu And Kashmir,3,Baramulla,7010,Khaipora,2007,"Calendar Year (Jan - Dec), 2007",23.17,4.5000000000000000,207.0400000000000000000000,1.00000000000000000000
104,India,1,Jammu And Kashmir,3,Baramulla,7011,Lalpora,2001,"Calendar Year (Jan - Dec), 2001",0,1.320,39.1900000000000000000000,1.00000000000000000000
105,India,1,Jammu And Kashmir,3,Baramulla,7011,Lalpora,2005,"Calendar Year (Jan - Dec), 2005",3.53,1.50,108.1400000000000000000000,1.00000000000000000000
106,India,1,Jammu And Kashmir,3,Baramulla,7011,Lalpora,2018,"Calendar Year (Jan - Dec), 2018",122.46,14.0,1224.5800000000000000000000,2.00000000000000000000
107,India,1,Jammu And Kashmir,3,Baramulla,7012,Nadihal,2006,"Calendar Year (Jan - Dec), 2006",0,8.0,444.2800000000000000000000,1.00000000000000000000
108,India,1,Jammu And Kashmir,3,Baramulla,7012,Nadihal,2007,"Calendar Year (Jan - Dec), 2007",27.67,8.0,415.7800000000000000000000,1.00000000000000000000
109,India,1,Jammu And Kashmir,3,Baramulla,7013,Narwah,2003,"Calendar Year (Jan - Dec), 2003",0,3.2000000000000000,99.6200000000000000000000,1.00000000000000000000
110,India,1,Jammu And Kashmir,3,Baramulla,7013,Narwah,2005,"Calendar Year (Jan - Dec), 2005",1.85,1.000000000000000,72.500000000000000000000,1.00000000000000000000
111,India,1,Jammu And Kashmir,3,Baramulla,7013,Narwah,2006,"Calendar Year (Jan - Dec), 2006",0,6.5000000000000000,234.4900000000000000000000,3.00000000000000000000
112,India,1,Jammu And Kashmir,3,Baramulla,7013,Narwah,2007,"Calendar Year (Jan - Dec), 2007",18.88,4.5000000000000000,275.1500000000000000000000,2.00000000000000000000
113,India,1,Jammu And Kashmir,3,Baramulla,7013,Narwah,2018,"Calendar Year (Jan - Dec), 2018",63.26,7.7000000000000000,632.500000000000000000000,1.00000000000000000000
114,India,1,Jammu And Kashmir,3,Baramulla,7014,Noorkah,2003,"Calendar Year (Jan - Dec), 2003",0,3.0,112.2500000000000000000000,1.00000000000000000000
115,India,1,Jammu And Kashmir,3,Baramulla,7014,Noorkah,2006,"Calendar Year (Jan - Dec), 2006",0,7.0,488.800000000000000000000,1.00000000000000000000
116,India,1,Jammu And Kashmir,3,Baramulla,7014,Noorkah,2011,"Calendar Year (Jan - Dec), 2011",0,8.0,570.0900000000000000000000,2.00000000000000000000
117,India,1,Jammu And Kashmir,3,Baramulla,7014,Noorkah,2016,"Calendar Year (Jan - Dec), 2016",85.05,8.50,1063.3500000000000000000000,2.00000000000000000000
118,India,1,Jammu And Kashmir,3,Baramulla,7014,Noorkah,2018,"Calendar Year (Jan - Dec), 2018",33.27,3.50,332.7400000000000000000000,1.00000000000000000000
119,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2001,"Calendar Year (Jan - Dec), 2001",0,6.000000000000000,423.7300000000000000000000,1.00000000000000000000
120,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2003,"Calendar Year (Jan - Dec), 2003",0,11.000000000000000,326.9900000000000000000000,2.00000000000000000000
121,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2004,"Calendar Year (Jan - Dec), 2004",0,4.000000000000000,194.2600000000000000000000,1.00000000000000000000
122,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2011,"Calendar Year (Jan - Dec), 2011",0,5.000000000000000,554.7600000000000000000000,1.00000000000000000000
123,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2012,"Calendar Year (Jan - Dec), 2012",92.9,30.9000000000000000,1548.2900000000000000000000,3.00000000000000000000
124,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2016,"Calendar Year (Jan - Dec), 2016",0,24.4000000000000000,2230.6600000000000000000000,6.00000000000000000000
125,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2018,"Calendar Year (Jan - Dec), 2018",140.87,24.4000000000000000,1408.7400000000000000000000,6.00000000000000000000
126,India,1,Jammu And Kashmir,3,Baramulla,7016,Sangrama,2001,"Calendar Year (Jan - Dec), 2001",0,3.50,76.2600000000000000000000,1.00000000000000000000
127,India,1,Jammu And Kashmir,3,Baramulla,7017,Sherabad Khore,2004,"Calendar Year (Jan - Dec), 2004",0,3.0,29.6700000000000000000000,1.00000000000000000000
128,India,1,Jammu And Kashmir,3,Baramulla,7017,Sherabad Khore,2018,"Calendar Year (Jan - Dec), 2018",35.06,3.30,350.5700000000000000000000,1.00000000000000000000
129,India,1,Jammu And Kashmir,3,Baramulla,7018,Tujjar Sharief,2000,"Calendar Year (Jan - Dec), 2000",0,1.750,23.8100000000000000000000,1.00000000000000000000
130,India,1,Jammu And Kashmir,3,Baramulla,7018,Tujjar Sharief,2001,"Calendar Year (Jan - Dec), 2001",0,11.0,263.8400000000000000000000,1.00000000000000000000
131,India,1,Jammu And Kashmir,3,Baramulla,7018,Tujjar Sharief,2016,"Calendar Year (Jan - Dec), 2016",0,3.0,230.8300000000000000000000,1.00000000000000000000
132,India,1,Jammu And Kashmir,3,Baramulla,7018,Tujjar Sharief,2018,"Calendar Year (Jan - Dec), 2018",67.46,7.980,674.6200000000000000000000,3.00000000000000000000
133,India,1,Jammu And Kashmir,4,Doda,6983,Kastigarh,2006,"Calendar Year (Jan - Dec), 2006",0,11.5750,642.8800000000000000000000,1.00000000000000000000
134,India,1,Jammu And Kashmir,4,Doda,6983,Kastigarh,2011,"Calendar Year (Jan - Dec), 2011",8.94,16.320,669.0100000000000000000000,1.00000000000000000000
135,India,1,Jammu And Kashmir,4,Doda,6984,Khellani,2005,"Calendar Year (Jan - Dec), 2005",0,11.5000000000000000,482.7500000000000000000000,1.00000000000000000000
136,India,1,Jammu And Kashmir,4,Doda,6984,Khellani,2007,"Calendar Year (Jan - Dec), 2007",0,11.82000000000000000,698.5800000000000000000000,1.00000000000000000000
137,India,1,Jammu And Kashmir,4,Doda,6984,Khellani,2016,"Calendar Year (Jan - Dec), 2016",215.03,34.375000000000000000,2973.6900000000000000000000,4.00000000000000000000
138,India,1,Jammu And Kashmir,4,Doda,6984,Khellani,2018,"Calendar Year (Jan - Dec), 2018",79.42,15.695000000000000000,992.8300000000000000000000,2.00000000000000000000
139,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2003,"Calendar Year (Jan - Dec), 2003",0,6.000000000000000,189.4600000000000000000000,1.00000000000000000000
140,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2006,"Calendar Year (Jan - Dec), 2006",0,6.000000000000000,248.0500000000000000000000,1.00000000000000000000
141,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2007,"Calendar Year (Jan - Dec), 2007",0,15.000000000000000,1021.7700000000000000000000,1.00000000000000000000
142,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2016,"Calendar Year (Jan - Dec), 2016",0,17.4000000000000000,1122.1600000000000000000000,1.00000000000000000000
143,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2017,"Calendar Year (Jan - Dec), 2017",112.04,15.000000000000000,976.0800000000000000000000,1.00000000000000000000
144,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2018,"Calendar Year (Jan - Dec), 2018",107.45,17.4000000000000000,795.2900000000000000000000,1.00000000000000000000
145,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2007,"Calendar Year (Jan - Dec), 2007",0,15.2500000000000000,1017.100000000000000000000,1.00000000000000000000
146,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2011,"Calendar Year (Jan - Dec), 2011",40,57.62400000000000000,3520.6500000000000000000000,3.00000000000000000000
147,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2012,"Calendar Year (Jan - Dec), 2012",55.67,9.00000000000000,927.8800000000000000000000,1.00000000000000000000
148,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2016,"Calendar Year (Jan - Dec), 2016",0,3.00000000000000,297.2900000000000000000000,1.00000000000000000000
149,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2017,"Calendar Year (Jan - Dec), 2017",175.84,27.37500000000000000,1795.7200000000000000000000,2.00000000000000000000
150,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2018,"Calendar Year (Jan - Dec), 2018",164.48,20.300000000000000,1003.1200000000000000000000,2.00000000000000000000
151,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2003,"Calendar Year (Jan - Dec), 2003",0,5.000000000000000,161.5200000000000000000000,1.00000000000000000000
152,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2005,"Calendar Year (Jan - Dec), 2005",0,11.000000000000000,287.5900000000000000000000,1.00000000000000000000
153,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2006,"Calendar Year (Jan - Dec), 2006",0,25.33000000000000000,1235.1500000000000000000000,2.00000000000000000000
154,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2007,"Calendar Year (Jan - Dec), 2007",0,5.75000000000000000,331.2500000000000000000000,1.00000000000000000000
155,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2011,"Calendar Year (Jan - Dec), 2011",0,10.45000000000000000,650.5900000000000000000000,1.00000000000000000000
156,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2012,"Calendar Year (Jan - Dec), 2012",84.81,36.33000000000000000,1413.4800000000000000000000,3.00000000000000000000
