ROWID,Country,State lgd code,State,District lgd code,District,Block lgd code,Block,YearCode,Year,Maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of habitations connected
5897,India,21,Odisha,372,Sonepur,3570,Sonepur,2011,"Calendar Year (Jan - Dec), 2011",42.14,24.28000000000000000,842.0700000000000000000000,11.00000000000000000000
5898,India,21,Odisha,372,Sonepur,3570,Sonepur,2013,"Calendar Year (Jan - Dec), 2013",186.26,52.9000000000000000,2418.1800000000000000000000,20.00000000000000000000
5899,India,21,Odisha,372,Sonepur,3570,Sonepur,2017,"Calendar Year (Jan - Dec), 2017",62.78,22.21000000000000000,700.4300000000000000000000,5.00000000000000000000
5900,India,21,Odisha,372,Sonepur,3570,Sonepur,2018,"Calendar Year (Jan - Dec), 2018",16.86,4.42000000000000000,191.6900000000000000000000,2.00000000000000000000
5901,India,21,Odisha,373,Sundargarh,3574,Bargaon,2000,"Calendar Year (Jan - Dec), 2000",0,5.18,88.22,2
5902,India,21,Odisha,373,Sundargarh,3574,Bargaon,2003,"Calendar Year (Jan - Dec), 2003",4.33,8.16,129.04,2
5903,India,21,Odisha,373,Sundargarh,3574,Bargaon,2004,"Calendar Year (Jan - Dec), 2004",8.78,10.5,272.08,2
5904,India,21,Odisha,373,Sundargarh,3574,Bargaon,2005,"Calendar Year (Jan - Dec), 2005",17.38,8.98,200.65,2
5905,India,21,Odisha,373,Sundargarh,3574,Bargaon,2008,"Calendar Year (Jan - Dec), 2008",78.74,48.14,2114.21,16
5906,India,21,Odisha,373,Sundargarh,3574,Bargaon,2012,"Calendar Year (Jan - Dec), 2012",36.96,14.04,745.57,5
5907,India,21,Odisha,373,Sundargarh,3574,Bargaon,2013,"Calendar Year (Jan - Dec), 2013",4.11,1.25,51.18,1
5908,India,21,Odisha,373,Sundargarh,3574,Bargaon,2016,"Calendar Year (Jan - Dec), 2016",138.32,35.53,1678.27,18
5909,India,21,Odisha,373,Sundargarh,3574,Bargaon,2017,"Calendar Year (Jan - Dec), 2017",162.57,34.34,1659.69,10
5910,India,21,Odisha,373,Sundargarh,3574,Bargaon,2018,"Calendar Year (Jan - Dec), 2018",104.11,22.965,1147.23,7
5911,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2000,"Calendar Year (Jan - Dec), 2000",0,1.84,35.04,1
5912,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2001,"Calendar Year (Jan - Dec), 2001",0,5.94,111.61,2
5913,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2003,"Calendar Year (Jan - Dec), 2003",5.08,10.33,207.45,2
5914,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2004,"Calendar Year (Jan - Dec), 2004",9.2,4.8,88.54,2
5915,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2005,"Calendar Year (Jan - Dec), 2005",3.06,1.89,52.64,1
5916,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2007,"Calendar Year (Jan - Dec), 2007",5.25,4,124.03,1
5917,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2008,"Calendar Year (Jan - Dec), 2008",93.29,50.48,1920.37,9
5918,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2012,"Calendar Year (Jan - Dec), 2012",23.85,7.85,355.96,4
5919,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2013,"Calendar Year (Jan - Dec), 2013",0,0,156.8,1
5920,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2016,"Calendar Year (Jan - Dec), 2016",116.45,27.21,1397.25,10
5921,India,21,Odisha,373,Sundargarh,3576,Bonaigarh,2017,"Calendar Year (Jan - Dec), 2017",95.12,23.29,1133.17,7
5922,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2001,"Calendar Year (Jan - Dec), 2001",0,11.62,182.59,2
5923,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2003,"Calendar Year (Jan - Dec), 2003",2.1,4,76.26,1
5924,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2004,"Calendar Year (Jan - Dec), 2004",2.15,2.75,63.27,1
5925,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2005,"Calendar Year (Jan - Dec), 2005",4.83,2.6,79.46,1
5926,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2006,"Calendar Year (Jan - Dec), 2006",6.87,4.02,137.25,1
5927,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2007,"Calendar Year (Jan - Dec), 2007",15.3,10.4,347.72,4
5928,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2008,"Calendar Year (Jan - Dec), 2008",191.42,114.355,4054.11,29
5929,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2012,"Calendar Year (Jan - Dec), 2012",33.56,17,729.55,3
5930,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2013,"Calendar Year (Jan - Dec), 2013",29,8.1,611.73,2
5931,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2016,"Calendar Year (Jan - Dec), 2016",260.08,62.53,2697.78,22
5932,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2017,"Calendar Year (Jan - Dec), 2017",113.12,30.1,1744.55,6
5933,India,21,Odisha,373,Sundargarh,3586,Rajgangpur,2018,"Calendar Year (Jan - Dec), 2018",5.42,1.34,72.45,1
5934,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2000,"Calendar Year (Jan - Dec), 2000",0,1.27,27.79,1
5935,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2001,"Calendar Year (Jan - Dec), 2001",0,8.83,213.33,2
5936,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2003,"Calendar Year (Jan - Dec), 2003",4.72,4.7,106.84,2
5937,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2005,"Calendar Year (Jan - Dec), 2005",19.77,11.3,322.95,4
5938,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2006,"Calendar Year (Jan - Dec), 2006",9.52,5.73,203.17,4
5939,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2007,"Calendar Year (Jan - Dec), 2007",41.54,25.76,832.84,3
5940,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2008,"Calendar Year (Jan - Dec), 2008",75.29,48.96,1802.03,14
5941,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2013,"Calendar Year (Jan - Dec), 2013",17.77,5.3,220.23,3
5942,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2016,"Calendar Year (Jan - Dec), 2016",88.76,22.331,1303.2,9
5943,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2017,"Calendar Year (Jan - Dec), 2017",65.33,15.02,688.82,6
5944,India,21,Odisha,373,Sundargarh,3589,Tangarpali,2018,"Calendar Year (Jan - Dec), 2018",11.54,2.7,119.6,1
5945,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2000,"Calendar Year (Jan - Dec), 2000",,,,
5946,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2001,"Calendar Year (Jan - Dec), 2001",,,,
5947,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2003,"Calendar Year (Jan - Dec), 2003",,,,
5948,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2004,"Calendar Year (Jan - Dec), 2004",,,,
5949,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2005,"Calendar Year (Jan - Dec), 2005",,,,
5950,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2006,"Calendar Year (Jan - Dec), 2006",,,,
5951,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2007,"Calendar Year (Jan - Dec), 2007",,,,
5952,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2008,"Calendar Year (Jan - Dec), 2008",,,,
5953,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2010,"Calendar Year (Jan - Dec), 2010",,,,
5954,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2011,"Calendar Year (Jan - Dec), 2011",,,,
5955,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2012,"Calendar Year (Jan - Dec), 2012",,,,
5956,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2013,"Calendar Year (Jan - Dec), 2013",,,,
5957,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2016,"Calendar Year (Jan - Dec), 2016",,,,
5958,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2017,"Calendar Year (Jan - Dec), 2017",,,,
5959,India,21,Odisha,999999,Unknown Districts Of India,999999,Unknown Districts Of India,2018,"Calendar Year (Jan - Dec), 2018",,,,
5960,India,22,Chhattisgarh,374,Bastar,3591,Bakawand,2000,"Calendar Year (Jan - Dec), 2000",0,29.92000000000000000,441.300000000000000000000,3.00000000000000000000
5961,India,22,Chhattisgarh,374,Bastar,3591,Bakawand,2003,"Calendar Year (Jan - Dec), 2003",14.29,23.84000000000000000,386.1700000000000000000000,3.00000000000000000000
5962,India,22,Chhattisgarh,374,Bastar,3591,Bakawand,2005,"Calendar Year (Jan - Dec), 2005",51.28,56.95000000000000000,1442.1600000000000000000000,15.00000000000000000000
5963,India,22,Chhattisgarh,374,Bastar,3591,Bakawand,2006,"Calendar Year (Jan - Dec), 2006",59.25,39.27000000000000000,1508.800000000000000000000,5.00000000000000000000
5964,India,22,Chhattisgarh,374,Bastar,3591,Bakawand,2007,"Calendar Year (Jan - Dec), 2007",78.19,54.6000000000000000,1940.4600000000000000000000,14.00000000000000000000
5965,India,22,Chhattisgarh,374,Bastar,3591,Bakawand,2008,"Calendar Year (Jan - Dec), 2008",64.93,54.08000000000000000,1651.400000000000000000000,11.00000000000000000000
5966,India,22,Chhattisgarh,374,Bastar,3591,Bakawand,2013,"Calendar Year (Jan - Dec), 2013",44,11.000000000000000,410.3400000000000000000000,2.00000000000000000000
5967,India,22,Chhattisgarh,374,Bastar,3591,Bakawand,2016,"Calendar Year (Jan - Dec), 2016",6.33,0.000000000000000,1284.7100000000000000000000,5.00000000000000000000
5968,India,22,Chhattisgarh,374,Bastar,3591,Bakawand,2018,"Calendar Year (Jan - Dec), 2018",0,0.000000000000000,627.6700000000000000000000,1.00000000000000000000
5969,India,22,Chhattisgarh,374,Bastar,3592,Bastanar,2000,"Calendar Year (Jan - Dec), 2000",0,26,330.06,2
5970,India,22,Chhattisgarh,374,Bastar,3592,Bastanar,2001,"Calendar Year (Jan - Dec), 2001",0,7.9,212.51,1
5971,India,22,Chhattisgarh,374,Bastar,3592,Bastanar,2003,"Calendar Year (Jan - Dec), 2003",4.2,7,220.74,1
5972,India,22,Chhattisgarh,374,Bastar,3592,Bastanar,2004,"Calendar Year (Jan - Dec), 2004",8.87,14.75,349.86,2
5973,India,22,Chhattisgarh,374,Bastar,3592,Bastanar,2006,"Calendar Year (Jan - Dec), 2006",19.46,12.97,672.77,4
5974,India,22,Chhattisgarh,374,Bastar,3592,Bastanar,2007,"Calendar Year (Jan - Dec), 2007",18.84,15.68,542.07,6
5975,India,22,Chhattisgarh,374,Bastar,3592,Bastanar,2008,"Calendar Year (Jan - Dec), 2008",106.87,89.03,2621.27,25
5976,India,22,Chhattisgarh,374,Bastar,3592,Bastanar,2013,"Calendar Year (Jan - Dec), 2013",10.21,2.55,551.4,3
5977,India,22,Chhattisgarh,374,Bastar,3592,Bastanar,2016,"Calendar Year (Jan - Dec), 2016",125.92,31.25,1854.36,11
5978,India,22,Chhattisgarh,374,Bastar,3592,Bastanar,2018,"Calendar Year (Jan - Dec), 2018",222.46,47.645,2447.17,18
5979,India,22,Chhattisgarh,374,Bastar,3593,Bastar,2003,"Calendar Year (Jan - Dec), 2003",27.36,45.6000000000000000,651.6300000000000000000000,3.00000000000000000000
5980,India,22,Chhattisgarh,374,Bastar,3593,Bastar,2004,"Calendar Year (Jan - Dec), 2004",7.29,35.2000000000000000,462.8600000000000000000000,3.00000000000000000000
5981,India,22,Chhattisgarh,374,Bastar,3593,Bastar,2005,"Calendar Year (Jan - Dec), 2005",29.7,33.000000000000000,978.5900000000000000000000,5.00000000000000000000
5982,India,22,Chhattisgarh,374,Bastar,3593,Bastar,2006,"Calendar Year (Jan - Dec), 2006",102.24,68.15000000000000000,2269.7800000000000000000000,15.00000000000000000000
5983,India,22,Chhattisgarh,374,Bastar,3593,Bastar,2007,"Calendar Year (Jan - Dec), 2007",98.14,72.31000000000000000,2158.4300000000000000000000,20.00000000000000000000
5984,India,22,Chhattisgarh,374,Bastar,3593,Bastar,2008,"Calendar Year (Jan - Dec), 2008",168.34,140.255000000000000000,4194.3100000000000000000000,30.00000000000000000000
5985,India,22,Chhattisgarh,374,Bastar,3593,Bastar,2013,"Calendar Year (Jan - Dec), 2013",65.2,16.3000000000000000,724.7500000000000000000000,2.00000000000000000000
5986,India,22,Chhattisgarh,374,Bastar,3593,Bastar,2016,"Calendar Year (Jan - Dec), 2016",0.86,0.000000000000000,171.7900000000000000000000,1.00000000000000000000
5987,India,22,Chhattisgarh,374,Bastar,3594,Darbha,2001,"Calendar Year (Jan - Dec), 2001",0,37.73000000000000000,664.6600000000000000000000,5.00000000000000000000
5988,India,22,Chhattisgarh,374,Bastar,3594,Darbha,2003,"Calendar Year (Jan - Dec), 2003",4.02,6.68000000000000000,93.100000000000000000000,2.00000000000000000000
5989,India,22,Chhattisgarh,374,Bastar,3594,Darbha,2004,"Calendar Year (Jan - Dec), 2004",25.29,42.15000000000000000,981.1400000000000000000000,3.00000000000000000000
5990,India,22,Chhattisgarh,374,Bastar,3594,Darbha,2006,"Calendar Year (Jan - Dec), 2006",54.83,36.55000000000000000,1217.8200000000000000000000,11.00000000000000000000
5991,India,22,Chhattisgarh,374,Bastar,3594,Darbha,2007,"Calendar Year (Jan - Dec), 2007",101.31,84.000000000000000,3358.8100000000000000000000,15.00000000000000000000
5992,India,22,Chhattisgarh,374,Bastar,3594,Darbha,2008,"Calendar Year (Jan - Dec), 2008",62.46,55.23000000000000000,1569.2700000000000000000000,16.00000000000000000000
5993,India,22,Chhattisgarh,374,Bastar,3594,Darbha,2013,"Calendar Year (Jan - Dec), 2013",35.42,8.85000000000000000,453.7300000000000000000000,4.00000000000000000000
5994,India,22,Chhattisgarh,374,Bastar,3594,Darbha,2016,"Calendar Year (Jan - Dec), 2016",340.99,85.25000000000000000,3257.1300000000000000000000,17.00000000000000000000
5995,India,22,Chhattisgarh,374,Bastar,3594,Darbha,2018,"Calendar Year (Jan - Dec), 2018",381.02,84.000000000000000,3415.6800000000000000000000,15.00000000000000000000
5996,India,22,Chhattisgarh,374,Bastar,3595,Jagdalpur,2007,"Calendar Year (Jan - Dec), 2007",64.76,54.0100000000000000,1814.7600000000000000000000,9.00000000000000000000
5997,India,22,Chhattisgarh,374,Bastar,3595,Jagdalpur,2008,"Calendar Year (Jan - Dec), 2008",223.68,186.6200000000000000,5831.500000000000000000000,39.00000000000000000000
5998,India,22,Chhattisgarh,374,Bastar,3595,Jagdalpur,2013,"Calendar Year (Jan - Dec), 2013",0,0.00000000000000,279.400000000000000000000,2.00000000000000000000
5999,India,22,Chhattisgarh,374,Bastar,3595,Jagdalpur,2016,"Calendar Year (Jan - Dec), 2016",3.29,0.00000000000000,657.4700000000000000000000,2.00000000000000000000
6000,India,22,Chhattisgarh,374,Bastar,3598,Lohandiguda,2004,"Calendar Year (Jan - Dec), 2004",473.21,14.45000000000000000,192.800000000000000000000,5.00000000000000000000
6001,India,22,Chhattisgarh,374,Bastar,3598,Lohandiguda,2005,"Calendar Year (Jan - Dec), 2005",51.52,57.23000000000000000,1526.0800000000000000000000,13.00000000000000000000
6002,India,22,Chhattisgarh,374,Bastar,3598,Lohandiguda,2007,"Calendar Year (Jan - Dec), 2007",76.43,63.63000000000000000,2299.600000000000000000000,15.00000000000000000000
6003,India,22,Chhattisgarh,374,Bastar,3598,Lohandiguda,2008,"Calendar Year (Jan - Dec), 2008",56.4,4.7000000000000000,123.2200000000000000000000,1.00000000000000000000
6004,India,22,Chhattisgarh,374,Bastar,3598,Lohandiguda,2016,"Calendar Year (Jan - Dec), 2016",191.64,47.6000000000000000,1674.0200000000000000000000,4.00000000000000000000
6005,India,22,Chhattisgarh,374,Bastar,3598,Lohandiguda,2018,"Calendar Year (Jan - Dec), 2018",184.58,39.55000000000000000,1708.0500000000000000000000,14.00000000000000000000
6006,India,22,Chhattisgarh,374,Bastar,3603,Tokapal,2000,"Calendar Year (Jan - Dec), 2000",0,21.1000000000000000,236.4200000000000000000000,5.00000000000000000000
6007,India,22,Chhattisgarh,374,Bastar,3603,Tokapal,2001,"Calendar Year (Jan - Dec), 2001",0,6.5000000000000000,84.1800000000000000000000,2.00000000000000000000
6008,India,22,Chhattisgarh,374,Bastar,3603,Tokapal,2007,"Calendar Year (Jan - Dec), 2007",48.97,40.8000000000000000,1536.8600000000000000000000,8.00000000000000000000
6009,India,22,Chhattisgarh,374,Bastar,3603,Tokapal,2008,"Calendar Year (Jan - Dec), 2008",62.95,52.45000000000000000,1612.6900000000000000000000,16.00000000000000000000
6010,India,22,Chhattisgarh,374,Bastar,3603,Tokapal,2016,"Calendar Year (Jan - Dec), 2016",26,6.5000000000000000,333.8600000000000000000000,2.00000000000000000000
6011,India,22,Chhattisgarh,374,Bastar,3603,Tokapal,2018,"Calendar Year (Jan - Dec), 2018",114.28,22.675000000000000000,1072.700000000000000000000,7.00000000000000000000
6012,India,22,Chhattisgarh,377,Dhamtari,3626,Kurud,2000,"Calendar Year (Jan - Dec), 2000",0,10.1,106.53,2
6013,India,22,Chhattisgarh,377,Dhamtari,3626,Kurud,2001,"Calendar Year (Jan - Dec), 2001",0,6.7,129.42,2
6014,India,22,Chhattisgarh,377,Dhamtari,3626,Kurud,2003,"Calendar Year (Jan - Dec), 2003",0,18.3,278.94,7
6015,India,22,Chhattisgarh,377,Dhamtari,3626,Kurud,2004,"Calendar Year (Jan - Dec), 2004",0,23.41,528.17,7
6016,India,22,Chhattisgarh,377,Dhamtari,3626,Kurud,2005,"Calendar Year (Jan - Dec), 2005",77.45,85.98,1894.51,25
6017,India,22,Chhattisgarh,377,Dhamtari,3626,Kurud,2006,"Calendar Year (Jan - Dec), 2006",29.23,24.32,813.35,10
6018,India,22,Chhattisgarh,377,Dhamtari,3626,Kurud,2007,"Calendar Year (Jan - Dec), 2007",25.05,20.541,641.68,9
6019,India,22,Chhattisgarh,377,Dhamtari,3626,Kurud,2008,"Calendar Year (Jan - Dec), 2008",1.2,2.45,77.86,1
6020,India,22,Chhattisgarh,377,Dhamtari,3626,Kurud,2016,"Calendar Year (Jan - Dec), 2016",89.51,0,3859.47,19
6021,India,22,Chhattisgarh,378,Durg,3632,Dhamdha,2000,"Calendar Year (Jan - Dec), 2000",0,16.0000000000000,435.1800000000000000000000,2.00000000000000000000
6022,India,22,Chhattisgarh,378,Durg,3632,Dhamdha,2001,"Calendar Year (Jan - Dec), 2001",0,22.150000000000000,379.5900000000000000000000,9.00000000000000000000
6023,India,22,Chhattisgarh,378,Durg,3632,Dhamdha,2003,"Calendar Year (Jan - Dec), 2003",0,28.560000000000000,716.5600000000000000000000,6.00000000000000000000
6024,India,22,Chhattisgarh,378,Durg,3632,Dhamdha,2004,"Calendar Year (Jan - Dec), 2004",3.6,18.90000000000000,396.2400000000000000000000,6.00000000000000000000
6025,India,22,Chhattisgarh,378,Durg,3632,Dhamdha,2005,"Calendar Year (Jan - Dec), 2005",52.7,45.360000000000000,966.9300000000000000000000,10.00000000000000000000
6026,India,22,Chhattisgarh,378,Durg,3632,Dhamdha,2006,"Calendar Year (Jan - Dec), 2006",5.58,4.650000000000000,140.5600000000000000000000,1.00000000000000000000
6027,India,22,Chhattisgarh,378,Durg,3632,Dhamdha,2007,"Calendar Year (Jan - Dec), 2007",26.98,22.480000000000000,620.0600000000000000000000,4.00000000000000000000
6028,India,22,Chhattisgarh,378,Durg,3632,Dhamdha,2008,"Calendar Year (Jan - Dec), 2008",4.8,14.850000000000000,429.4600000000000000000000,4.00000000000000000000
6029,India,22,Chhattisgarh,378,Durg,3632,Dhamdha,2011,"Calendar Year (Jan - Dec), 2011",43.74,36.450000000000000,1067.0500000000000000000000,13.00000000000000000000
6030,India,22,Chhattisgarh,378,Durg,3632,Dhamdha,2013,"Calendar Year (Jan - Dec), 2013",49.1,12.280000000000000,570.1600000000000000000000,4.00000000000000000000
6031,India,22,Chhattisgarh,378,Durg,3635,Durg,2000,"Calendar Year (Jan - Dec), 2000",0,14.300000000000000,187.9300000000000000000000,2.00000000000000000000
6032,India,22,Chhattisgarh,378,Durg,3635,Durg,2001,"Calendar Year (Jan - Dec), 2001",0,2.00000000000000,37.3100000000000000000000,1.00000000000000000000
6033,India,22,Chhattisgarh,378,Durg,3635,Durg,2003,"Calendar Year (Jan - Dec), 2003",0,7.300000000000000,184.3100000000000000000000,1.00000000000000000000
6034,India,22,Chhattisgarh,378,Durg,3635,Durg,2007,"Calendar Year (Jan - Dec), 2007",19.75,16.4500000000000000,487.5900000000000000000000,4.00000000000000000000
6035,India,22,Chhattisgarh,378,Durg,3635,Durg,2008,"Calendar Year (Jan - Dec), 2008",3.6,11.7500000000000000,346.3700000000000000000000,3.00000000000000000000
6036,India,22,Chhattisgarh,378,Durg,3635,Durg,2011,"Calendar Year (Jan - Dec), 2011",2.88,2.400000000000000,61.7500000000000000000000,1.00000000000000000000
6037,India,22,Chhattisgarh,378,Durg,3635,Durg,2013,"Calendar Year (Jan - Dec), 2013",14,3.500000000000000,118.5700000000000000000000,1.00000000000000000000
6038,India,22,Chhattisgarh,378,Durg,3635,Durg,2018,"Calendar Year (Jan - Dec), 2018",0,0.00000000000000,670.7700000000000000000000,1.00000000000000000000
6039,India,22,Chhattisgarh,378,Durg,3639,Patan,2000,"Calendar Year (Jan - Dec), 2000",0,13.000000000000000,179.7600000000000000000000,2.00000000000000000000
6040,India,22,Chhattisgarh,378,Durg,3639,Patan,2001,"Calendar Year (Jan - Dec), 2001",0,10.000000000000000,199.4100000000000000000000,2.00000000000000000000
6041,India,22,Chhattisgarh,378,Durg,3639,Patan,2006,"Calendar Year (Jan - Dec), 2006",57.02,47.5000000000000000,1332.1800000000000000000000,12.00000000000000000000
6042,India,22,Chhattisgarh,378,Durg,3639,Patan,2007,"Calendar Year (Jan - Dec), 2007",16.61,13.85000000000000000,432.8200000000000000000000,2.00000000000000000000
6043,India,22,Chhattisgarh,378,Durg,3639,Patan,2011,"Calendar Year (Jan - Dec), 2011",5.04,4.2000000000000000,117.5900000000000000000000,1.00000000000000000000
6044,India,22,Chhattisgarh,378,Durg,3639,Patan,2012,"Calendar Year (Jan - Dec), 2012",5.17,2.07000000000000000,105.6600000000000000000000,1.00000000000000000000
6045,India,22,Chhattisgarh,378,Durg,3639,Patan,2013,"Calendar Year (Jan - Dec), 2013",20,5.000000000000000,185.8100000000000000000000,4.00000000000000000000
6046,India,22,Chhattisgarh,380,Jashpur,3652,Jashpur,2001,"Calendar Year (Jan - Dec), 2001",0,13.000000000000000,329.7300000000000000000000,1.00000000000000000000
6047,India,22,Chhattisgarh,380,Jashpur,3652,Jashpur,2003,"Calendar Year (Jan - Dec), 2003",0,18.56000000000000000,260.3600000000000000000000,3.00000000000000000000
6048,India,22,Chhattisgarh,380,Jashpur,3652,Jashpur,2004,"Calendar Year (Jan - Dec), 2004",0,6.5000000000000000,205.400000000000000000000,1.00000000000000000000
6049,India,22,Chhattisgarh,380,Jashpur,3652,Jashpur,2005,"Calendar Year (Jan - Dec), 2005",29.64,24.68000000000000000,616.4800000000000000000000,5.00000000000000000000
6050,India,22,Chhattisgarh,380,Jashpur,3652,Jashpur,2006,"Calendar Year (Jan - Dec), 2006",30.8,25.64000000000000000,698.700000000000000000000,7.00000000000000000000
6051,India,22,Chhattisgarh,380,Jashpur,3652,Jashpur,2007,"Calendar Year (Jan - Dec), 2007",24.31,20.25000000000000000,513.5700000000000000000000,3.00000000000000000000
6052,India,22,Chhattisgarh,380,Jashpur,3652,Jashpur,2012,"Calendar Year (Jan - Dec), 2012",146.27,47.175000000000000000,2442.4200000000000000000000,14.00000000000000000000
6053,India,22,Chhattisgarh,380,Jashpur,3652,Jashpur,2013,"Calendar Year (Jan - Dec), 2013",6.61,1.65000000000000000,77.1100000000000000000000,1.00000000000000000000
6054,India,22,Chhattisgarh,381,Kanker,3661,Durgukondal,2003,"Calendar Year (Jan - Dec), 2003",1.25,2.0499998729412829,31.5550000000000000000000,0.50000000000000000000
6055,India,22,Chhattisgarh,381,Kanker,3661,Durgukondal,2005,"Calendar Year (Jan - Dec), 2005",3.78,4.1999997396845796,122.0800000000000000000000,1.00000000000000000000
6056,India,22,Chhattisgarh,381,Kanker,3661,Durgukondal,2006,"Calendar Year (Jan - Dec), 2006",9.665,8.05499950075221159,209.7950000000000000000000,1.50000000000000000000
6057,India,22,Chhattisgarh,381,Kanker,3661,Durgukondal,2007,"Calendar Year (Jan - Dec), 2007",22.1,18.41999885833094196,437.7450000000000000000000,4.00000000000000000000
6058,India,22,Chhattisgarh,381,Kanker,3661,Durgukondal,2008,"Calendar Year (Jan - Dec), 2008",13.205,11.00999931760171938,252.7550000000000000000000,4.00000000000000000000
6059,India,22,Chhattisgarh,381,Kanker,3661,Durgukondal,2012,"Calendar Year (Jan - Dec), 2012",8.315,3.32499979391695885,132.4700000000000000000000,0.50000000000000000000
6060,India,22,Chhattisgarh,381,Kanker,3661,Durgukondal,2013,"Calendar Year (Jan - Dec), 2013",0,0.000000000000000,238.8650000000000000000000,1.50000000000000000000
6061,India,22,Chhattisgarh,381,Kanker,3661,Durgukondal,2016,"Calendar Year (Jan - Dec), 2016",19.8,4.9499996931996831,245.1650000000000000000000,1.00000000000000000000
6062,India,22,Chhattisgarh,381,Kanker,3661,Durgukondal,2018,"Calendar Year (Jan - Dec), 2018",316.265,63.0999960890707078,3604.1050000000000000000000,16.50000000000000000000
6063,India,22,Chhattisgarh,381,Kanker,3664,Narharpur,2000,"Calendar Year (Jan - Dec), 2000",0,5.8499992670990013,91.0850000000000000000000,0.50000000000000000000
6064,India,22,Chhattisgarh,381,Kanker,3664,Narharpur,2001,"Calendar Year (Jan - Dec), 2001",0,13.65999828864484748,246.1950000000000000000000,2.00000000000000000000
6065,India,22,Chhattisgarh,381,Kanker,3664,Narharpur,2003,"Calendar Year (Jan - Dec), 2003",5.27,8.7999988975164464,179.8700000000000000000000,1.50000000000000000000
6066,India,22,Chhattisgarh,381,Kanker,3664,Narharpur,2004,"Calendar Year (Jan - Dec), 2004",7.05,11.7499985279338915,269.9250000000000000000000,1.50000000000000000000
6067,India,22,Chhattisgarh,381,Kanker,3664,Narharpur,2005,"Calendar Year (Jan - Dec), 2005",8.81,9.77499877536627995,230.5450000000000000000000,2.50000000000000000000
6068,India,22,Chhattisgarh,381,Kanker,3664,Narharpur,2006,"Calendar Year (Jan - Dec), 2006",56.56,47.12999409544887714,1377.0100000000000000000000,11.50000000000000000000
6069,India,22,Chhattisgarh,381,Kanker,3664,Narharpur,2007,"Calendar Year (Jan - Dec), 2007",3.98,3.31499958468943407,72.750000000000000000000,1.50000000000000000000
6070,India,22,Chhattisgarh,381,Kanker,3664,Narharpur,2008,"Calendar Year (Jan - Dec), 2008",8.215,7.27999908794542384,223.8150000000000000000000,4.00000000000000000000
6071,India,22,Chhattisgarh,381,Kanker,3664,Narharpur,2013,"Calendar Year (Jan - Dec), 2013",0,0.000000000000000,451.7950000000000000000000,2.00000000000000000000
